method,source,source_label,target,target_label,rank,score
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0914:n3,p-type characteristics,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0341:n3,elastic tensile and self-healing properties,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0367:n3,n-type behavior,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0341:n1,hydrogen bonding,7,0.015625
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0668:n1,n-type doping,8,0.015625
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0562:n2,power factor,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0512:n3,n-type characteristics,iTE:P0711:n2,n-type conduction,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P0426:n2,carrier concentration,1,0.030886196246139225
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P1157:n2,carrier concentration,2,0.029857397504456328
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P1171:n2,carrier concentration,3,0.029850746268656716
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P0582:n3,power factor,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P0582:n1,La3+ substitution for In3+,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P0742:n2,carrier concentration,6,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P0832:n2,carrier concentration,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P1492:n2,charge carrier concentration,8,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P1039:n2,carrier concentration,9,0.015625
bm25_plus_vector_rrf,iTE:P0582:n2,carrier concentration,iTE:P1043:n1,decrease in carrier concentration,10,0.015625
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P1721:n2,mechanical robustness,1,0.0315136476426799
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0412:n5,thermoelectric and mechanical performance,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0591:n2,immobilizes Zn2+,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0518:n3,mechanical integrity,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0599:n2,mechanical stretchability,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0722:n2,long-range Zn2+ migration,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0925:n2,mechanical stability,7,0.015625
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P1069:n1,Zn depletion,8,0.015625
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0722:n1,Doping Cd or Ge on the Zn site,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0591:n3,mechanical performance,iTE:P0376:n4,performance,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,1,0.031054405392392875
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0619:n3,electrical conductivity decay,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0825:n1,increase in the PEDOT domain distances,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0619:n2,interdomain charge carrier transport,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0455:n1,increased pressure,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n1,interconnected and large PEDOT- and PSS-rich domains,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1189:n2,increased conductivity,7,0.015625
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1528:n2,charge mobility,8,0.015625
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1283:n2,increased resistivity,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1430:n1,interconnected network of elongated PEDOT grains,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n2,Electrical conductivity,1,0.030886196246139225
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0409:n4,electrical conductivity,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0414:n2,electrical conductivity,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0636:n3,Seebeck coefficient,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0471:n3,electrical conductivity,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n3,Seebeck coefficient,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0533:n2,electrical conductivity,7,0.015625
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0636:n1,ionic radius of rare-earth elements,8,0.015625
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0539:n2,electrical conductivity,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0636:n2,Electrical conductivity,iTE:P0718:n1,ionic radius of rare-earth elements,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0426:n2,carrier concentration,1,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P1071:n2,electrical conductivity,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0474:n1,salt concentration,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P1457:n3,temperature and concentration,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0507:n1,redox concentration,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0886:n2,temperature dependence of thermoelectric power,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0582:n2,carrier concentration,7,0.015625
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0886:n1,competition of the electronic and ionic transport,8,0.015625
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0451:n2,ionic conductivity,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0721:n1,concentration,iTE:P0649:n1,Sn-concentration,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0896:n3,p-type,1,0.030886196246139225
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0724:n4,n-type carbon nanotubes,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0374:n2,p-type thermopower,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0724:n2,non-ionic surfactants,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0714:n2,p-type conductors,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0724:n1,anionic,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0368:n1,carbon black/multiwalled carbon nanotubes (CB/MWCNTs),7,0.015625
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0914:n3,p-type characteristics,8,0.015625
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P0807:n2,p-doping,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0724:n3,p-type,iTE:P1034:n2,p-type semiconductors,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,1,0.03252247488101534
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0619:n1,increased PEDOT domain distances,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n3,film conductivity,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n1,morphological rearrangement,4,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1368:n2,increase in the output voltage,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0488:n3,increase in S,6,0.015625
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1141:n1,humidity increase,7,0.015625
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0764:n1,Low hygroscopicity,8,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1127:n2,increase in resistivity,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0890:n1,P/D/ED film,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0364:n4,Seebeck coefficient (S),1,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P1072:n2,Seebeck coefficient,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0913:n2,Seebeck coefficient (S),3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P1929:n2,Seebeck coefficient value of 373 & mu;V/K,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P1037:n2,Seebeck coefficient (S),5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P1457:n2,Seebeck coefficient,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0344:n4,Seebeck coefficient,7,0.015625
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0888:n2,Seebeck coefficient reversibly transitions from +43 to -45 mu V/K,8,0.015625
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0345:n3,Seebeck coefficient,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0833:n2,Seebeck coefficient S,iTE:P0506:n2,Seebeck coefficient,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0414:n3,Seebeck coefficient,1,0.03036576949620428
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0566:n2,Seebeck coefficient of the nanotube networks,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0833:n2,Seebeck coefficient S,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P1160:n2,jump of the ionic Seebeck coefficient,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P1457:n2,Seebeck coefficient,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0344:n4,Seebeck coefficient,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0345:n3,Seebeck coefficient,7,0.015625
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P1072:n2,Seebeck coefficient,8,0.015625
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0352:n3,Seebeck coefficient,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0888:n2,Seebeck coefficient reversibly transitions from +43 to -45 mu V/K,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0705:n1,semiconducting nanostructure,1,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0870:n2,metallic-type properties,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0870:n3,ionic charge compensation,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0992:n2,semiconducting chalcogenides,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P1050:n2,electrical conductivity,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P1883:n2,semiconducting gap,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0870:n1,electronic charge compensation,7,0.015625
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0896:n4,n-type semiconducting characteristics,8,0.015625
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P0901:n1,band conduction in rutile TiO2,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0870:n4,semiconducting properties,iTE:P1200:n2,p -type semiconducting nature,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0724:n3,p-type,1,0.031099324975891997
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0896:n4,n-type semiconducting characteristics,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0374:n2,p-type thermopower,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0896:n1,pristine,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0714:n2,p-type conductors,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0896:n2,annealed SrTiO3 nanoparticles,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0460:n2,mixed ionic-electronic thermoelectric cement-based composite,7,0.015625
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0914:n3,p-type characteristics,8,0.015625
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P0480:n2,thermoelectric properties,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0896:n3,p-type,iTE:P1034:n2,p-type semiconductors,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P1444:n2,p-type character,1,0.03036576949620428
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P1279:n2,p-type conduction,2,0.029411764705882353
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0512:n3,n-type characteristics,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0914:n1,Sn,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0724:n3,p-type,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0914:n2,substitute Sb,6,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0896:n3,p-type,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0896:n4,n-type semiconducting characteristics,8,0.015625
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P1941:n2,partial covalent character,9,0.015625
bm25_plus_vector_rrf,iTE:P0914:n3,p-type characteristics,iTE:P0374:n2,p-type thermopower,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0932:n1,PSS separation from PEDOT,1,0.032018442622950824
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0858:n2,phase separation of PEDOT:PSS,2,0.030536130536130537
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0940:n2,conductivity of PEDOT:PSS,3,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0932:n2,conformational change of the PEDOT chains,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1900:n1,PEDOT:PSS/DES,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0916:n1,electrical conductivity of PEDOT:PSS/SWCNT,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n3,electrical conductivity,7,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n2,removing the insulating PSS,8,0.015625
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1613:n4,benzenoid-to-quinoid conformational transformation,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1272:n2,structure reorganization of PEDOT:PSS,10,0.015151515151515152
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0932:n3,PEDOT:PSS conductivity,1,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0940:n1,ion exchange,2,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0478:n2,rearrangement of the molecular chain of PEDOT,3,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0916:n1,electrical conductivity of PEDOT:PSS/SWCNT,4,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0409:n2,ILs,5,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1900:n1,PEDOT:PSS/DES,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0503:n3,ionic conductivity,7,0.015625
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0858:n2,phase separation of PEDOT:PSS,8,0.015625
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1141:n3,ionic conductivity,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1272:n2,structure reorganization of PEDOT:PSS,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P1940:n2,charge carrier concentration,1,0.03200204813108039
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P1492:n2,charge carrier concentration,2,0.031099324975891997
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P1157:n2,carrier concentration,3,0.029418126757516764
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P0955:n1,bromine as a dopant,4,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P1680:n2,n-type carrier density,5,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P0426:n2,carrier concentration,6,0.015873015873015872
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P0582:n2,carrier concentration,7,0.015625
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P1849:n1,reduction in hole carrier concentration,8,0.015625
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P0742:n2,carrier concentration,9,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0955:n2,charge carrier concentration,iTE:P0751:n1,optimal carrier concentration,10,0.015384615384615385
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P1006:n2,half-metallic character,1,0.032266458495966696
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P1018:n2,half-metallic character,2,0.0315136476426799
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P1093:n2,half-metal,3,0.030798389007344232
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P1509:n2,half-metallic gap,4,0.029910714285714284
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P0983:n1,CoNbMnSi,5,0.01639344262295082
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P1904:n2,weak ferromagnetism,6,0.016129032258064516
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P0948:n2,ferromagnetic,7,0.015625
bm25_plus_vector_rrf,iTE:P0983:n2,half-metallicity character,iTE:P0920:n1,fluidic character,8,0.015384615384615385
