active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P1560:tactile""]","[""High-fidelity tactile perception in soft robotics""]",1,iTE:Cb416e6e14f3dc5,,,iTE,High-fidelity tactile perception in soft robotics,"[""iTE:P1560:tactile""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1560""]","[""application""]",1
"[""iTE:P0845:codoping""]","[""Na and Zn co-doping of Mg3Sb2""]",2,iTE:Cb4175c928f5d6b,,,iTE,Na and Zn co-doping of Mg3Sb2,"[""iTE:P0845:codoping""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0845""]","[""design_strategy""]",1
"[""iTE:P1700:complete_v1_cr003_subject""]","[""Electrolyte solution under a thermal gradient""]",1,iTE:Cb417b67ba483a1,,,iTE,Electrolyte solution under a thermal gradient,"[""iTE:P1700:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1700""]","[""material_entity""]",1
"[""iTE:P0761:n1""]","[""Pulsed electric current sintering""]",1,iTE:Cb41aa61b558faf,,,iTE,Pulsed electric current sintering,"[""iTE:P0761:n1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0761""]","[""mechanism_process""]",1
"[""iTE:P0914:st3""]","[""Sn as a shallow acceptor in Sb2Te3""]",1,iTE:Cb41addc985e352,,,iTE,Sn as a shallow acceptor in Sb2Te3,"[""iTE:P0914:st3""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0914""]","[""state_structure""]",1
"[""iTE:P0741:cost""]","[""Low-cost and environmentally friendly additives""]",1,iTE:Cb41b94662574cc,,,iTE,Low-cost and environmentally friendly additives,"[""iTE:P0741:cost""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0741""]","[""descriptor""]",1
"[""iTE:P1349:n15""]","[""IoT sapiential healthcare Internet and distributed human-machine interaction""]",1,iTE:Cb41bb4fafc389a,,,iTE,IoT sapiential healthcare Internet and distributed human-machine interaction,"[""iTE:P1349:n15""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1349""]","[""application""]",1
"[""iTE:P1950:br""]","[""Rb2GaAgBr6""]",1,iTE:Cb41cc5819b9081,,,iTE,Rb2GaAgBr6,"[""iTE:P1950:br""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1950""]","[""material_entity""]",1
"[""iTE:P0614:q5""]","[""Enhanced ZT values""]",1,iTE:Cb41d4f1355e3ae,,,iTE,Enhanced ZT values,"[""iTE:P0614:q5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0614""]","[""quantity""]",1
"[""iTE:P0412:leak""]","[""Ion leakage""]",1,iTE:Cb41f875cc342d0,,,iTE,Ion leakage,"[""iTE:P0412:leak""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0412""]","[""mechanism_process""]",1
"[""iTE:P0739:m""]","[""Poly(thioctic ester) ionic-conductor elastomers (PolyTEs)""]",9,iTE:Cb423628dc29861,,,iTE,Poly(thioctic ester) ionic-conductor elastomers (PolyTEs),"[""iTE:P0739:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0739""]","[""material_entity""]",1
"[""iTE:P1278:bond""]","[""Weakened interlayer bonding / decreased Coulombic force""]",3,iTE:Cb42773b094fb86,,,iTE,Weakened interlayer bonding / decreased Coulombic force,"[""iTE:P1278:bond""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1278""]","[""interaction""]",1
"[""iTE:P1186:n5""]","[""Total electrode resistance""]",1,iTE:Cb428c85b8ce863,,,iTE,Total electrode resistance,"[""iTE:P1186:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1186""]","[""quantity""]",1
"[""iTE:P1917:area""]","[""Contact surface area with ball partner""]",3,iTE:Cb42af477841006,,,iTE,Contact surface area with ball partner,"[""iTE:P1917:area""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1917""]","[""quantity""]",1
"[""iTE:P1154:env""]","[""DFU microenvironment remodeling""]",1,iTE:Cb431d675f3c60f,,,iTE,DFU microenvironment remodeling,"[""iTE:P1154:env""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1154""]","[""application""]",1
"[""iTE:P0527:v""]","[""Ionic thermovoltage up to 7 V""]",1,iTE:Cb4321a550434f9,,,iTE,Ionic thermovoltage up to 7 V,"[""iTE:P0527:v""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0527""]","[""quantity""]",1
"[""iTE:P1813:density""]","[""Ultralow density""]",1,iTE:Cb432e53a351961,,,iTE,Ultralow density,"[""iTE:P1813:density""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1813""]","[""quantity""]",1
"[""iTE:P1159:ke""]","[""Slightly increased electronic thermal conductivity""]",2,iTE:Cb43326ffde59b1,,,iTE,Slightly increased electronic thermal conductivity,"[""iTE:P1159:ke""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1159""]","[""quantity""]",1
"[""iTE:P0633:diff""]","[""Cu2Se ionic diffusivity""]",1,iTE:Cb433a7219481ea,,,iTE,Cu2Se ionic diffusivity,"[""iTE:P0633:diff""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0633""]","[""quantity""]",1
"[""iTE:P0956:complete_v1_cr002_object""]","[""Electronic structure of LiFe1−xMnxO2""]",1,iTE:Cb435c3ef3b71f2,,,iTE,Electronic structure of LiFe1−xMnxO2,"[""iTE:P0956:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0956""]","[""state_structure""]",1
"[""iTE:P1463:lattice""]","[""Slightly larger lattice constant than MgLu2Se4""]",1,iTE:Cb4365773bf557f,,,iTE,Slightly larger lattice constant than MgLu2Se4,"[""iTE:P1463:lattice""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1463""]","[""quantity""]",1
"[""iTE:P1454:voltage""]","[""Open-circuit voltage 2.9 mV""]",1,iTE:Cb4392b64207569,,,iTE,Open-circuit voltage 2.9 mV,"[""iTE:P1454:voltage""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1454""]","[""quantity""]",1
"[""iTE:P1720:complete_v1_cr001_object""]","[""Physical properties of Cs2BScI6 (B = Rb, Na)""]",1,iTE:Cb441fe8c10f45a,,,iTE,"Physical properties of Cs2BScI6 (B = Rb, Na)","[""iTE:P1720:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1720""]","[""descriptor""]",1
"[""iTE:P1385:complete_v1_r005_subject""]","[""Charge-density-wave transitions in R5Ir4Si10, R = Dy, Ho, Er, Tm, Yb, Lu""]",1,iTE:Cb441ff67e506e9,,,iTE,"Charge-density-wave transitions in R5Ir4Si10, R = Dy, Ho, Er, Tm, Yb, Lu","[""iTE:P1385:complete_v1_r005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1385""]","[""mechanism_process""]",1
"[""iTE:P1849:anti""]","[""Cu-Sn antisites""]",1,iTE:Cb442ea2bdcd1b2,,,iTE,Cu-Sn antisites,"[""iTE:P1849:anti""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1849""]","[""state_structure""]",1
"[""iTE:P1755:complete_v1_cr001_subject""]","[""Variation of doped Ln from La to Yb""]",3,iTE:Cb4441d018858f3,,,iTE,Variation of doped Ln from La to Yb,"[""iTE:P1755:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1755""]","[""condition""]",1
"[""iTE:P1722:mass""]","[""Mass-defect phonon scattering""]",1,iTE:Cb447d45de2e23a,,,iTE,Mass-defect phonon scattering,"[""iTE:P1722:mass""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1722""]","[""mechanism_process""]",1
"[""iTE:P0735:leach""]","[""Leaching treatment""]",1,iTE:Cb44bd802c7be4c,,,iTE,Leaching treatment,"[""iTE:P0735:leach""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0735""]","[""condition""]",1
"[""iTE:P1721:m""]","[""BC/SA/PEDOT/PANI composite aerogel""]",3,iTE:Cb4501302630c29,,,iTE,BC/SA/PEDOT/PANI composite aerogel,"[""iTE:P1721:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1721""]","[""material_entity""]",1
"[""iTE:P0347:p1""]","[""Microfibril reassembly""]",1,iTE:Cb454723bb64e9f,,,iTE,Microfibril reassembly,"[""iTE:P0347:p1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0347""]","[""mechanism_process""]",1
"[""iTE:P0423:n5""]","[""Homogeneous stable PVA/gelatin/glycerol/CaCl2/Na3Cit composite solution""]",2,iTE:Cb45a09ec2d255a,,,iTE,Homogeneous stable PVA/gelatin/glycerol/CaCl2/Na3Cit composite solution,"[""iTE:P0423:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0423""]","[""material_entity""]",1
"[""iTE:P0507:conc""]","[""Concentration of redox-active species in the IL""]",4,iTE:Cb45b67eb8edb7c,,,iTE,Concentration of redox-active species in the IL,"[""iTE:P0507:conc""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0507""]","[""quantity""]",1
"[""iTE:P1873:add""]","[""Additional Al, yielding Sr8Al16Si30""]",1,iTE:Cb45dcfd2d1c814,,,iTE,"Additional Al, yielding Sr8Al16Si30","[""iTE:P1873:add""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1873""]","[""condition""]",1
"[""iTE:P1385:x""]","[""Increasing x in (Lu1-xErx)5Ir4Si10""]",1,iTE:Cb45f2aa381dfc3,,,iTE,Increasing x in (Lu1-xErx)5Ir4Si10,"[""iTE:P1385:x""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1385""]","[""condition""]",1
"[""iTE:P1734:n9""]","[""Enhanced AC conductivity""]",2,iTE:Cb45f7f35ab9b7d,,,iTE,Enhanced AC conductivity,"[""iTE:P1734:n9""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1734""]","[""quantity""]",1
"[""iTE:P1028:ils""]","[""Mono-, di-, and triethanolammonium laurate ionic liquids""]",2,iTE:Cb46031cac9929a,,,iTE,"Mono-, di-, and triethanolammonium laurate ionic liquids","[""iTE:P1028:ils""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1028""]","[""material_entity""]",1
"[""iTE:P1569:hybrid""]","[""Strong U-5f–transition-metal-d hybridization""]",1,iTE:Cb460bb38fcc242,,,iTE,Strong U-5f–transition-metal-d hybridization,"[""iTE:P1569:hybrid""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1569""]","[""interaction""]",1
"[""iTE:P1898:complete_v1_cr002_object""]","[""MF2, where M = Ca, Sr, Ba or Pb""]",1,iTE:Cb4632c95f5074d,,,iTE,"MF2, where M = Ca, Sr, Ba or Pb","[""iTE:P1898:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P1898""]","[""descriptor""]",1
"[""iTE:P0887:ef""]","[""CNT-yarn Fermi energy shift toward valence-band edge""]",3,iTE:Cb463e5dcac0625,,,iTE,CNT-yarn Fermi energy shift toward valence-band edge,"[""iTE:P0887:ef""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0887""]","[""mechanism_process""]",1
"[""iTE:P0508:m""]","[""Ionic-liquid-doped polyaniline""]",1,iTE:Cb464e980bda111,,,iTE,Ionic-liquid-doped polyaniline,"[""iTE:P0508:m""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0508""]","[""material_entity""]",1
"[""iTE:P0612:q2""]","[""Maximum thermoelectric power factor of 2.4 nW m−1 K−2""]",1,iTE:Cb4680cd2e1a499,,,iTE,Maximum thermoelectric power factor of 2.4 nW m−1 K−2,"[""iTE:P0612:q2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0612""]","[""quantity""]",1
"[""iTE:P1954:dust""]","[""Fugitive dust""]",1,iTE:Cb469c0baae7951,,,iTE,Fugitive dust,"[""iTE:P1954:dust""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1954""]","[""material_entity""]",1
"[""iTE:P1341:classlow""]","[""Low thermal conductivity in this class of materials""]",1,iTE:Cb46c401f47da2d,,,iTE,Low thermal conductivity in this class of materials,"[""iTE:P1341:classlow""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1341""]","[""quantity""]",1
"[""iTE:P0470:complete_v1_cr001_subject""]","[""Ionic gating""]",1,iTE:Cb46f7867042c20,,,iTE,Ionic gating,"[""iTE:P0470:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0470""]","[""design_strategy""]",1
"[""iTE:P1123:semi""]","[""Semimetal-like character""]",1,iTE:Cb4705b6b3aa0ef,,,iTE,Semimetal-like character,"[""iTE:P1123:semi""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1123""]","[""descriptor""]",1
"[""iTE:P1178:complete_v1_cr006_object""]","[""High hole carrier concentration approximately 10^21 cm−3""]",2,iTE:Cb474b657e11007,,,iTE,High hole carrier concentration approximately 10^21 cm−3,"[""iTE:P1178:complete_v1_cr006_object""]",,new_singleton_no_exact_alias_candidate,"[""P1178""]","[""quantity""]",1
"[""iTE:P0937:avoid""]","[""Avoided crossing effect""]",1,iTE:Cb47580955ff894,,,iTE,Avoided crossing effect,"[""iTE:P0937:avoid""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0937""]","[""interaction""]",1
"[""iTE:P0947:cv""]","[""Thermal capacity CV below 3NkB""]",1,iTE:Cb475de9bab24ce,,,iTE,Thermal capacity CV below 3NkB,"[""iTE:P0947:cv""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0947""]","[""quantity""]",1
"[""iTE:P1778:cuag""]","[""Cu2B and Ag2B semiconductors; B = S, Se""]",1,iTE:Cb47951e85d4676,,,iTE,"Cu2B and Ag2B semiconductors; B = S, Se","[""iTE:P1778:cuag""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1778""]","[""material_entity""]",1
"[""iTE:P0696:density""]","[""High charge density of the polycationic electrolyte""]",2,iTE:Cb479ad1721eedf,,,iTE,High charge density of the polycationic electrolyte,"[""iTE:P0696:density""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0696""]","[""descriptor""]",1
"[""iTE:P0813:n5""]","[""Unit-cell parameters of the solid solutions""]",1,iTE:Cb4807f18333f1e,,,iTE,Unit-cell parameters of the solid solutions,"[""iTE:P0813:n5""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0813""]","[""quantity""]",1
"[""iTE:P1080:zt""]","[""Maximum zT above 0.7""]",2,iTE:Cb4819fb0d01db3,,,iTE,Maximum zT above 0.7,"[""iTE:P1080:zt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1080""]","[""performance_function""]",1
"[""iTE:P0490:bend""]","[""Conductivity change <0.03% after 10000 bending cycles""]",1,iTE:Cb486cff11fbf14,,,iTE,Conductivity change <0.03% after 10000 bending cycles,"[""iTE:P0490:bend""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0490""]","[""performance_function""]",1
"[""iTE:P1207:layers""]","[""Immobile charge-balancing layers""]",1,iTE:Cb48b968a234405,,,iTE,Immobile charge-balancing layers,"[""iTE:P1207:layers""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1207""]","[""state_structure""]",1
"[""iTE:P0952:complete_v1_cr001_object"",""iTE:P1166:mob""]","[""High carrier mobility""]",2,iTE:Cb48d2fd5b95de0,g0368,High mobility of electronic charge carriers reported as a property of Bi-based oxychalcogenides.,iTE,High carrier mobility,"[""iTE:P1166:mob"",""iTE:P0952:complete_v1_cr001_object""]",The overview presents a material-class property without identifying it as a prediction or specifying a measurement basis; it is not equated with the explicitly theoretical group.,model_kept_separate,"[""P0952"",""P1166""]","[""quantity""]",2
"[""iTE:P0511:v""]","[""Generated voltage of 0.33 V""]",1,iTE:Cb492c4124c0da6,,,iTE,Generated voltage of 0.33 V,"[""iTE:P0511:v""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0511""]","[""quantity""]",1
"[""iTE:P1179:complete_v1_cr001_object""]","[""Phosphonic group""]",1,iTE:Cb492cf5a7af4a2,,,iTE,Phosphonic group,"[""iTE:P1179:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1179""]","[""state_structure""]",1
"[""iTE:P0841:adhesion""]","[""Exceptional adhesion""]",1,iTE:Cb493fdd455050b,,,iTE,Exceptional adhesion,"[""iTE:P0841:adhesion""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0841""]","[""performance_function""]",1
"[""iTE:P1404:audit_v1_a003_object""]","[""Coupling of ionic transport with host-polymer structural properties""]",2,iTE:Cb494bf7d036f9d,,,iTE,Coupling of ionic transport with host-polymer structural properties,"[""iTE:P1404:audit_v1_a003_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1404""]","[""interaction""]",1
"[""iTE:P1954:oil""]","[""Heavy-oil combustion""]",1,iTE:Cb497b1256b2a37,,,iTE,Heavy-oil combustion,"[""iTE:P1954:oil""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1954""]","[""mechanism_process""]",1
"[""iTE:P1500:de""]","[""Doping efficiency""]",1,iTE:Cb4990a99e45dd6,,,iTE,Doping efficiency,"[""iTE:P1500:de""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1500""]","[""quantity""]",1
