mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
iTE:P1656:n2,m21832,P1656,iTE,"Stable, low-resistance contact electrode",application,iTE:C47553a694da940,"Stable, low-resistance contact electrode",singleton_not_semantically_reviewed,
iTE:P1656:n20,m21833,P1656,iTE,Metallic electrical conductivity,quantity,iTE:Cd7e14eaf30d06f,Metallic electrical conductivity (first-principles study),model_kept_separate,g0645
iTE:P1656:n21,m21834,P1656,iTE,Increasing temperature,condition,iTE:C426670f3c44c3b,Increasing temperature,model_merged,g0170
iTE:P1656:n22,m21835,P1656,iTE,Density of states at the Fermi level,quantity,iTE:C32fd4cc502ec3e,Density of states at the Fermi level,model_merged,g0895
iTE:P1656:n23,m21836,P1656,iTE,Thermal stability,descriptor,iTE:C346aa190a450f7,Thermal stability,model_uncertain_retained,g0289
iTE:P1656:n24,m21837,P1656,iTE,Robust electronic structure,descriptor,iTE:Cb5c40645672356,Robust electronic structure,singleton_not_semantically_reviewed,
iTE:P1656:n25,m21838,P1656,iTE,Device applications,application,iTE:Cf65f3ddef941d1,Device applications,singleton_not_semantically_reviewed,
iTE:P1656:n3,m21839,P1656,iTE,Improved electrical and thermal interface characteristics,design_strategy,iTE:C32380bc51386ec,Improved electrical and thermal interface characteristics,singleton_not_semantically_reviewed,
iTE:P1656:n4,m21840,P1656,iTE,Enhanced thermoelectric device performance,performance_function,iTE:Ce97174e49b122c,Enhanced thermoelectric device performance through interfaces,model_kept_separate,g0545
iTE:P1656:n5,m21841,P1656,iTE,"Ductile, soft, well-machinable, elastically anisotropic phase",descriptor,iTE:Cb045433917140b,"Ductile, soft, well-machinable, elastically anisotropic phase",singleton_not_semantically_reviewed,
iTE:P1656:n6,m21842,P1656,iTE,Metallic behavior with no band gap opening,state_structure,iTE:C36da67c7b80a7f,Metallic behavior with no band gap opening,singleton_not_semantically_reviewed,
iTE:P1656:n7,m21843,P1656,iTE,Static dielectric constant epsilon1(0) ≈ 72.9,quantity,iTE:C1315576c9080d2,Static dielectric constant epsilon1(0) ≈ 72.9,singleton_not_semantically_reviewed,
iTE:P1656:n8,m21844,P1656,iTE,Strong electronic polarization,descriptor,iTE:Cd064a8ced50929,Strong electronic polarization,singleton_not_semantically_reviewed,
iTE:P1656:n9,m21845,P1656,iTE,Low Debye temperature,quantity,iTE:C965f335e648ec3,Low Debye temperature,singleton_not_semantically_reviewed,
iTE:P1657:n1,m21846,P1657,iTE,Li doping on Mg sites,design_strategy,iTE:Caa41fd772c97df,Li doping on Mg sites,singleton_not_semantically_reviewed,
iTE:P1657:n10,m21847,P1657,iTE,High hole mobility in Li-doped samples,quantity,iTE:C67081210322802,High hole mobility in Li-doped samples,singleton_not_semantically_reviewed,
iTE:P1657:n11,m21848,P1657,iTE,Mg2Si0.3Sn0.7,material_entity,iTE:C349b78c268ca37,Mg2Si0.3Sn0.7,singleton_not_semantically_reviewed,
iTE:P1657:n12,m21849,P1657,iTE,Almost convergent light and heavy double valence bands,state_structure,iTE:C9a56b0c5838fbc,Almost convergent light and heavy double valence bands,singleton_not_semantically_reviewed,
iTE:P1657:n13,m21850,P1657,iTE,Low DOS at the valence-band top,quantity,iTE:C4274d1eaeb02cd,Low DOS at the valence-band top,singleton_not_semantically_reviewed,
iTE:P1657:n14,m21851,P1657,iTE,Ga doping at Si/Sn sites,design_strategy,iTE:C67526ec377c8e1,Ga doping at Si/Sn sites,singleton_not_semantically_reviewed,
iTE:P1657:n15,m21852,P1657,iTE,Low DOS effective mass in Li-doped samples,quantity,iTE:Cb3e63d77624c60,Low DOS effective mass in Li-doped samples,singleton_not_semantically_reviewed,
iTE:P1657:n16,m21853,P1657,iTE,Li-doped Mg2Si0.3Sn0.7 solid solutions,material_entity,iTE:Cb5b93e68d812ac,Li-doped Mg2Si0.3Sn0.7 solid solutions,singleton_not_semantically_reviewed,
iTE:P1657:n17,m21854,P1657,iTE,Thermal conductivity,quantity,iTE:C5babf48f449b49,Thermal conductivity,model_merged,g0233
iTE:P1657:n18,m21855,P1657,iTE,Onset temperature of intrinsic excitations (bipolar effect),quantity,iTE:C94ab7bae161c72,Onset temperature of intrinsic excitations (bipolar effect),singleton_not_semantically_reviewed,
iTE:P1657:n19,m21856,P1657,iTE,Phonon Umklapp processes,mechanism_process,iTE:C12ac8acff30c48,Phonon Umklapp processes,singleton_not_semantically_reviewed,
iTE:P1657:n2,m21857,P1657,iTE,Hole concentration,quantity,iTE:C6e97c75e0fd111,Hole concentration,model_merged,g0815
iTE:P1657:n20,m21858,P1657,iTE,Lattice thermal conductivity,quantity,iTE:Ccc99ef6941bc4f,Lattice thermal conductivity,model_merged,g0311
iTE:P1657:n21,m21859,P1657,iTE,Temperature range of primary Umklapp limitation,quantity,iTE:Cda1e8386fa0490,Temperature range of primary Umklapp limitation,singleton_not_semantically_reviewed,
iTE:P1657:n22,m21860,P1657,iTE,ZT,performance_function,iTE:C8418b44847a23a,ZT,model_merged,g0616
iTE:P1657:n23,m21861,P1657,iTE,Designing low DOS near the Fermi level for given carrier pockets,design_strategy,iTE:C83f3ef5eb37714,Designing low DOS near the Fermi level for given carrier pockets,singleton_not_semantically_reviewed,
iTE:P1657:n3,m21862,P1657,iTE,Li p-type dopant,material_entity,iTE:C508e7a6df928f3,Li p-type dopant,singleton_not_semantically_reviewed,
iTE:P1657:n4,m21863,P1657,iTE,Ga p-type dopant,material_entity,iTE:Cff4e47d4eb9b71,Ga p-type dopant,singleton_not_semantically_reviewed,
iTE:P1657:n5,m21864,P1657,iTE,Na or K p-type dopants,material_entity,iTE:Ccd0eb2d9b4372c,Na or K p-type dopants,singleton_not_semantically_reviewed,
iTE:P1657:n6,m21865,P1657,iTE,Increasing Li content,condition,iTE:C9065b2cd766167,Increasing Li content,singleton_not_semantically_reviewed,
iTE:P1657:n7,m21866,P1657,iTE,Electrical conductivity,quantity,iTE:Cf6bdffba87e544,Electrical conductivity,model_merged,g0228
iTE:P1657:n8,m21867,P1657,iTE,Seebeck coefficient,quantity,iTE:Cc91b24e796044f,Seebeck coefficient (electronic),model_merged,g0102
iTE:P1657:n9,m21868,P1657,iTE,Power factor of Li-doped solid solutions,performance_function,iTE:C6965666239616b,Power factor of Li-doped solid solutions,singleton_not_semantically_reviewed,
iTE:P1658:n1,m21869,P1658,iTE,Arc-melting and Pb-flux methods,mechanism_process,iTE:C2f6ce94b1880b3,Arc-melting and Pb-flux methods,singleton_not_semantically_reviewed,
iTE:P1658:n10,m21870,P1658,iTE,Sr substitution,design_strategy,iTE:Ca56485967ce113,Sr substitution,singleton_not_semantically_reviewed,
iTE:P1658:n11,m21871,P1658,iTE,Small bandgap,quantity,iTE:C869ce668cd6e10,Small bandgap,singleton_not_semantically_reviewed,
iTE:P1658:n12,m21872,P1658,iTE,Zn substitution,design_strategy,iTE:Caf527640a4ba4c,Zn substitution,singleton_not_semantically_reviewed,
iTE:P1658:n13,m21873,P1658,iTE,Fermi level through the valence-band region,state_structure,iTE:C759222003ab4c1,Fermi level through the valence-band region,singleton_not_semantically_reviewed,
iTE:P1658:n14,m21874,P1658,iTE,p-type character,descriptor,iTE:C015924c0f448fc,p-type character,model_merged,g0754
iTE:P1658:n15,m21875,P1658,iTE,Narrow direct gap at Gamma,state_structure,iTE:Cf586f81b1b8f11,Narrow direct gap at Gamma,singleton_not_semantically_reviewed,
iTE:P1658:n16,m21876,P1658,iTE,Valence-band flattening along Gamma–Z and T–Y,state_structure,iTE:Cd2891b1d0a1128,Valence-band flattening along Gamma–Z and T–Y,singleton_not_semantically_reviewed,
iTE:P1658:n17,m21877,P1658,iTE,Effective mass,quantity,iTE:Cdc75b2625fe3f5,Effective mass,model_merged,g0717
iTE:P1658:n18,m21878,P1658,iTE,Ca3AlSb3,material_entity,iTE:Cfdc38229d0c4c2,Ca3AlSb3,singleton_not_semantically_reviewed,
iTE:P1658:n19,m21879,P1658,iTE,Optical bandgap of Ca3AlSb3: 0.28 eV,quantity,iTE:C74766ccdf77dda,Optical bandgap of Ca3AlSb3: 0.28 eV,singleton_not_semantically_reviewed,
iTE:P1658:n2,m21880,P1658,iTE,Nine Ca3-xSrxAl1-YZnYSb3 Zintl phases,material_entity,iTE:Cbec956cc82a962,Nine Ca3-xSrxAl1-YZnYSb3 Zintl phases,singleton_not_semantically_reviewed,
iTE:P1658:n20,m21881,P1658,iTE,Ca2.00(3)Sr1.00AlSb3,material_entity,iTE:C91b7a2b39e2ebe,Ca2.00(3)Sr1.00AlSb3,singleton_not_semantically_reviewed,
iTE:P1658:n21,m21882,P1658,iTE,Optical bandgap of Ca2.00(3)Sr1.00AlSb3: 0.30 eV,quantity,iTE:C1b61110e09777d,Optical bandgap of Ca2.00(3)Sr1.00AlSb3: 0.30 eV,singleton_not_semantically_reviewed,
iTE:P1658:n22,m21883,P1658,iTE,Increasing temperature,condition,iTE:C426670f3c44c3b,Increasing temperature,model_merged,g0170
iTE:P1658:n23,m21884,P1658,iTE,Electrical conductivity,quantity,iTE:Cf6bdffba87e544,Electrical conductivity,model_merged,g0228
iTE:P1658:n24,m21885,P1658,iTE,Positive Seebeck coefficients,quantity,iTE:C1f6dc6d804fc59,Positive Seebeck coefficients (measured),model_kept_separate,g0592
iTE:P1658:n25,m21886,P1658,iTE,Sr and Zn substitutions,design_strategy,iTE:C741cb5b9de7a5d,Sr and Zn substitutions,singleton_not_semantically_reviewed,
iTE:P1658:n26,m21887,P1658,iTE,Atomic disordering,state_structure,iTE:C6c0f80d7b4ef40,Atomic disordering,singleton_not_semantically_reviewed,
iTE:P1658:n27,m21888,P1658,iTE,Total thermal conductivity,quantity,iTE:Cd4e320756f0aba,Total thermal conductivity,model_merged,g0619
iTE:P1658:n28,m21889,P1658,iTE,Ca3Al0.96(1)Zn0.04Sb3,material_entity,iTE:C8d6376a9158e14,Ca3Al0.96(1)Zn0.04Sb3,singleton_not_semantically_reviewed,
iTE:P1658:n29,m21890,P1658,iTE,Maximum ZT in the series,performance_function,iTE:C3faa83306531d1,Maximum ZT in the series,singleton_not_semantically_reviewed,
iTE:P1658:n3,m21891,P1658,iTE,"Orthorhombic Ca3AlAs3-type structure, Pnma, oP28",state_structure,iTE:Ccdc052ed3aa75b,"Orthorhombic Ca3AlAs3-type structure, Pnma, oP28",singleton_not_semantically_reviewed,
iTE:P1658:n30,m21892,P1658,iTE,Enhanced electrical conductivity,quantity,iTE:Ca70670145a9b33,Enhanced electrical conductivity,model_merged,g0821
iTE:P1658:n4,m21893,P1658,iTE,Three distinct cationic sites,state_structure,iTE:C2e8ba9eeb0ba04,Three distinct cationic sites,singleton_not_semantically_reviewed,
iTE:P1658:n5,m21894,P1658,iTE,Tetrahedral anionic site,state_structure,iTE:C4dbf0c7ba81f76,Tetrahedral anionic site,singleton_not_semantically_reviewed,
iTE:P1658:n6,m21895,P1658,iTE,Ca/Sr mixed occupancy,state_structure,iTE:C7f0bea9324bc3e,Ca/Sr mixed occupancy,singleton_not_semantically_reviewed,
iTE:P1658:n7,m21896,P1658,iTE,Al/Zn mixed occupancy,state_structure,iTE:Ccaca57bcf97730,Al/Zn mixed occupancy,singleton_not_semantically_reviewed,
iTE:P1658:n8,m21897,P1658,iTE,Sr substituent,material_entity,iTE:C662d08c54cd518,Sr substituent,singleton_not_semantically_reviewed,
iTE:P1658:n9,m21898,P1658,iTE,"Largest M2 site, followed by M3, then M1",state_structure,iTE:Cd24156c8867c56,"Largest M2 site, followed by M3, then M1",singleton_not_semantically_reviewed,
iTE:P1659:n1,m21899,P1659,iTE,Functionally different electrolyte and electrode materials,material_entity,iTE:Cfe7c7410dcbff4,Functionally different electrolyte and electrode materials,singleton_not_semantically_reviewed,
iTE:P1659:n10,m21900,P1659,iTE,Simultaneous ionic and electronic equilibria at electrolyte–electrode interfaces,state_structure,iTE:C26b7b724637ae0,Simultaneous ionic and electronic equilibria at electrolyte–electrode interfaces,singleton_not_semantically_reviewed,
iTE:P1659:n11,m21901,P1659,iTE,Poly-ion structures of non-conducting components with conducting species between them,design_strategy,iTE:Ccc2a075a4d00ce,Poly-ion structures of non-conducting components with conducting species between them,singleton_not_semantically_reviewed,
iTE:P1659:n12,m21902,P1659,iTE,High ionic conductivity,quantity,iTE:C51e807b2e22ab3,High ionic conductivity,model_merged,g0178
iTE:P1659:n13,m21903,P1659,iTE,Chemical stability,descriptor,iTE:C3b845464239c43,Chemical stability,model_merged,g0610
iTE:P1659:n14,m21904,P1659,iTE,Kinetic restrictions,mechanism_process,iTE:C3b2563a8b6211e,Kinetic restrictions,singleton_not_semantically_reviewed,
iTE:P1659:n15,m21905,P1659,iTE,Electronic semiconductor electrodes,design_strategy,iTE:Cde07d805a0f9dd,Electronic semiconductor electrodes,singleton_not_semantically_reviewed,
iTE:P1659:n16,m21906,P1659,iTE,Internal electrical fields,condition,iTE:Cd2d6e92df20479,Internal electrical fields,singleton_not_semantically_reviewed,
iTE:P1659:n17,m21907,P1659,iTE,Ion diffusion,mechanism_process,iTE:C23a919269aa947,Ion diffusion,model_merged,g0149
iTE:P1659:n18,m21908,P1659,iTE,Metallic conductor electrodes,design_strategy,iTE:C50684f3eea2018,Metallic conductor electrodes,singleton_not_semantically_reviewed,
iTE:P1659:n19,m21909,P1659,iTE,Single element arrangements for fuel and electrolysis cells,design_strategy,iTE:C8e99c0f40d97f9,Single element arrangements for fuel and electrolysis cells,singleton_not_semantically_reviewed,
iTE:P1659:n2,m21910,P1659,iTE,Chemically stable interfaces,state_structure,iTE:C7fa00728fefced,Chemically stable interfaces,singleton_not_semantically_reviewed,
iTE:P1659:n20,m21911,P1659,iTE,Electrodes incorporated into electrolyte,state_structure,iTE:C98f7ee0a122897,Electrodes incorporated into electrolyte,singleton_not_semantically_reviewed,
iTE:P1659:n21,m21912,P1659,iTE,Applied gas partial pressures,condition,iTE:Cc5202a15ad5888,Applied gas partial pressures,singleton_not_semantically_reviewed,
iTE:P1659:n22,m21913,P1659,iTE,Applied voltage,condition,iTE:Cbbf1df0e9d22df,Applied voltage,singleton_not_semantically_reviewed,
iTE:P1659:n23,m21914,P1659,iTE,Electronic conductivity in single element arrangements,quantity,iTE:Ca42edc90957097,Electronic conductivity in single element arrangements,singleton_not_semantically_reviewed,
iTE:P1659:n24,m21915,P1659,iTE,Single active layer replacing three conventional galvanic-cell materials,design_strategy,iTE:Caaab65a1b3ff30,Single active layer replacing three conventional galvanic-cell materials,singleton_not_semantically_reviewed,
iTE:P1659:n25,m21916,P1659,iTE,Electrochromic systems,application,iTE:Ceff738e83b524b,Electrochromic systems,singleton_not_semantically_reviewed,
iTE:P1659:n26,m21917,P1659,iTE,Active chemical sensors probing with applied voltage or current magnitude,design_strategy,iTE:Ca22d2666e4b652,Active chemical sensors probing with applied voltage or current magnitude,singleton_not_semantically_reviewed,
iTE:P1659:n27,m21918,P1659,iTE,Limitations from cross sensitivities and interfacial reactions,descriptor,iTE:C80773a863a0be0,Limitations from cross sensitivities and interfacial reactions,singleton_not_semantically_reviewed,
iTE:P1659:n28,m21919,P1659,iTE,Simultaneous detection of several species by one galvanic cell,performance_function,iTE:Cda8bf03c2955ca,Simultaneous detection of several species by one galvanic cell,singleton_not_semantically_reviewed,
iTE:P1659:n3,m21920,P1659,iTE,Low conductivity of chemically stable materials,quantity,iTE:C6a9c721a4e9e64,Low conductivity of chemically stable materials,singleton_not_semantically_reviewed,
iTE:P1659:n4,m21921,P1659,iTE,Simultaneously high energy and power densities,performance_function,iTE:C1f4ad9eb77e6f9,Simultaneously high energy and power densities,singleton_not_semantically_reviewed,
iTE:P1659:n5,m21922,P1659,iTE,Wide electrode non-stoichiometry range,descriptor,iTE:C6c3f022c6483bc,Wide electrode non-stoichiometry range,singleton_not_semantically_reviewed,
iTE:P1659:n6,m21923,P1659,iTE,Delivery and absorption of mobile ionic species,mechanism_process,iTE:Ce4976aa83d964c,Delivery and absorption of mobile ionic species,singleton_not_semantically_reviewed,
iTE:P1659:n7,m21924,P1659,iTE,Less expensive polycrystalline materials,material_entity,iTE:Cd33d3e3021c246,Less expensive polycrystalline materials,singleton_not_semantically_reviewed,
iTE:P1659:n8,m21925,P1659,iTE,High intergranular resistance,quantity,iTE:C4eeb38be0aac52,High intergranular resistance,singleton_not_semantically_reviewed,
iTE:P1659:n9,m21926,P1659,iTE,Low temperature,condition,iTE:Cb0538cdb54f8bf,Low temperature,model_uncertain_retained,g0307
iTE:P1660:n1,m21927,P1660,iTE,Superionic phase of TI3H(SO4)(2),material_entity,iTE:C82ebf7544cb025,Superionic phase of TI3H(SO4)(2),singleton_not_semantically_reviewed,
iTE:P1660:n2,m21928,P1660,iTE,Proton majority carrier,descriptor,iTE:Ce057cb8076d2fe,Proton majority carrier,singleton_not_semantically_reviewed,
iTE:P1660:n3,m21929,P1660,iTE,Proton hopping,mechanism_process,iTE:C0c7a4298af9828,Proton hopping,singleton_not_semantically_reviewed,
iTE:P1660:n4,m21930,P1660,iTE,Proton-hopping activation energy: 0.33 eV,quantity,iTE:C00ffa49ba602c1,Proton-hopping activation energy: 0.33 eV,singleton_not_semantically_reviewed,
iTE:P1660:n5,m21931,P1660,iTE,Electrical-conductivity activation energy: 0.38 eV,quantity,iTE:Cfa6f3829ec30db,Electrical-conductivity activation energy: 0.38 eV,singleton_not_semantically_reviewed,
iTE:P1660:n6,m21932,P1660,iTE,Electrical conductivity in the superionic phase,quantity,iTE:Ce305900f26362d,Electrical conductivity in the superionic phase,singleton_not_semantically_reviewed,
iTE:P1660:n7,m21933,P1660,iTE,Hydrogen-bond breaking,mechanism_process,iTE:C6aaba66d9917d3,Hydrogen-bond breaking,singleton_not_semantically_reviewed,
iTE:P1662:n1,m21934,P1662,iTE,"CsXO3, X = Ge, Sn, Pb",material_entity,iTE:Cf0dd316ea13bf4,"CsXO3, X = Ge, Sn, Pb",singleton_not_semantically_reviewed,
iTE:P1662:n2,m21935,P1662,iTE,Metallic spectra with no band gap,state_structure,iTE:Cb2ddb4f35cd6a5,Metallic spectra with no band gap,singleton_not_semantically_reviewed,
iTE:P1662:n3,m21936,P1662,iTE,Strong ionic Cs–O bonding,interaction,iTE:C68acc2834c4b12,Strong ionic Cs–O bonding,singleton_not_semantically_reviewed,
iTE:P1662:n4,m21937,P1662,iTE,Covalent X–O bonding,interaction,iTE:Ca7a4d1ac2134a2,Covalent X–O bonding,singleton_not_semantically_reviewed,
iTE:P1662:n5,m21938,P1662,iTE,Net magnetic moment approximately 1 mu B,quantity,iTE:C0799708a9581f3,Net magnetic moment approximately 1 mu B,singleton_not_semantically_reviewed,
iTE:P1662:n6,m21939,P1662,iTE,Ferromagnetic nature,descriptor,iTE:C0a0de27733cfb5,Ferromagnetic nature,singleton_not_semantically_reviewed,
iTE:P1663:n1,m21940,P1663,iTE,Single-step hydrothermal synthesis,mechanism_process,iTE:C01c6cb6e31ce72,Single-step hydrothermal synthesis,singleton_not_semantically_reviewed,
iTE:P1663:n2,m21941,P1663,iTE,"Silver delafossites AgBO2, B = Al, Ga, Sc, In",material_entity,iTE:Cc2ba02876eee6d,"Silver delafossites AgBO2, B = Al, Ga, Sc, In",singleton_not_semantically_reviewed,
iTE:P1663:n3,m21942,P1663,iTE,Optical band gaps of silver delafossites,quantity,iTE:C94476e416bf2aa,Optical band gaps of silver delafossites,singleton_not_semantically_reviewed,
iTE:P1663:n4,m21943,P1663,iTE,Visible-light absorption of silver delafossites,quantity,iTE:C7ecabaf3512ba4,Visible-light absorption of silver delafossites,singleton_not_semantically_reviewed,
