concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
CC59B7CDA15,etched carbon-cloth redox interface,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
C6519E088EB,eutogel,material_system,soft material platform,materials and chemical species,rare_core_evidence,1,0,1,2026,2026,0.94,False,True
C2C9BA90855,evaporation charged nanochannels drive ionic thermoelectric,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2021,2021,0.97,False,True
C95572A6EAF,facilitates anion thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2024,2024,0.97,False,True
C4006435DB5,fe(cn)6 3-/4-. guanidinium-induced ferricyanide/ferrocyanide crystallization,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
CB9BC9FEEB4,fe2+/3+ n-type thermocells. hollow mxene microspheres reduce restacking,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
CD77CF16F8F,fe3+/fe2+. dmso-eg hydrogen bonding prevents crystallization/evaporation,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
CAC3B320AED,fecl3/fecl2. bmim+/h2po4- thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
CF6614C94BE,fenc accelerates inner-sphere redox kinetics at low cost,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C4FFE3E1F32,gdm+-ferrocyanide crystallization improve n/p thermogalvanic performance,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C6F51383EFE,ge/te ionic-size/charge-transfer effects form site-disordered alloys correlated,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
C107E351C9A,gete under high pressure. pressure-driven phase transitions,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
CEADEDECCF6,graphene oxide nanochannel membranes,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
CBE4462A820,hap/sio2/zno/zro2 nanoparticles. solid-liquid phase transition stores heat,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
CB2234184C5,high-entropy agmnsn1-xpbxsbte4 solid solutions,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2022,2022,0.97,False,True
C1D013E9BCB,high-entropy chalcogenide alloys (ge,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2020,2020,0.97,False,True
CB62805B90D,high-entropy chalcogenides agmnpbsbte4,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C6F5D106379,hofmeister effects create dual thermoelectric behavior ion channels,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C357691AE00,hybrid entropy increase,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2024,2024,0.97,False,True
C74661850E5,hydrogel nanochannel control greatly increase seebeck coefficient,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
CD3728B716D,hydrogen bonding enable p-type thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CE4B65B2571,i2/ki/emim bf4 electrolyte. bf4- chaotropicity,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CEE3C3BD19E,improve fe2+/3+ redox kinetics,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C4188381A79,improving li+ thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
CAE88CCA398,increase redox entropy difference despite higher viscosity,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
C0770BFAE3B,increases charge-carrier thermal-diffusion entropy difference,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CBB6654C4D5,increases configurational entropy contribution to ionic migration entropy,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
CB29EE67A0A,increases eastman entropy of cation transport,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
C54ED315F61,increases fe(cn)6 redox entropy difference,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2022,2022,0.97,False,True
C33713C90F5,increases fe3+-water redox solvation entropy,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
C9561D09710,increases polymer entropy elasticity,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
CDEA6E7932D,increases redox entropy change,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2017,2017,0.97,False,True
C0ECF1B698F,increases redox entropy difference,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
C8AA34171CE,increases redox reaction entropy change,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C2D4F414929,increases solvation entropy/disorder,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,1,2026,2026,0.97,False,True
C54B2A83D48,increasing redox entropy,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
CBD8431BA38,inhibits thermosensitive crystal precipitation,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
CDF799F3050,interfacial entropy tune electrochemical thermopower within tio2,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
C4E9C7AECDB,interfacial thermal resistance,solid_state_mechanism,thermal transport,solid-state transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.94,False,True
C89F82CEAEE,interfacially modified ion diffusion channels,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C4099257C68,ion accumulation variation/soret effect,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2021,2021,0.97,False,True
C692C0A6D9E,ion redistribution,transport_mechanism,ionic transport,transport mechanisms,rare_core_evidence,1,1,0,2022,2022,0.94,False,True
CF373928375,ion-solvent interaction features. machine learning links solvation features,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C42AAF5C9EE,ion-transport highway. thermosensitive crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C9E8BB224E7,ionic conductive organohydrogels,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,0,2022,2022,0.97,False,True
C320D98F50A,ionic conductivity for coupled thermogalvanic/thermodiffusion output,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
C00229EC621,ionic species under temperature gradients. soret,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2013,2013,0.97,False,True
C8E579D41C6,ionic thermodiffusion rate,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C4EA5076C8F,ionic thermodiffusion/soret effect. humidity-dependent ion conductivity,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
CF0364370C1,ionic thermoelectric potential from soret effect,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
C5F0FDB282F,ions provide soret effect,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
C292F7E61B5,kcl complexation enhance redox entropy/concentration difference,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2022,2022,0.97,False,True
C3B643005B4,kcl supports thermodiffusion for self-powered morse-code information conversion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C4234E0413B,liquid-metal electrodes. salt-modified solvation,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
C188DAC80D7,lowering charge-transfer/diffusion resistance,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CD4AEDD19F8,lowers charge-transfer/diffusion resistance,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
C125763C2E2,memsa/gdmcl tune ferricyanide solvation to enhance seebeck coefficient,material_system,material/system,materials and chemical species,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C4803525379,metal hydride,material_system,inorganic material family,materials and chemical species,rare_core_evidence,1,0,1,2003,2003,0.94,False,True
CA2B73F7034,metal sulfide,material_system,inorganic material family,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.94,False,True
CFEE2422214,metal telluride,material_system,inorganic material family,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.94,False,True
C6C98B1A00A,moisture-gradient-enhanced ionic thermoelectric generator. coupled heat,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C4E618BD85E,mxene adds emi shielding,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C6C1696CC63,mxene electrodes,electrode_interface,interface/kinetics mechanism,interfaces and kinetics,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
C542163E681,mxene. des/cnf ionic gel provides high thermopower,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CE864B1B8E4,mxene/pva hydrogel,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,1,2025,2025,0.97,False,True
CFEAF8F6AED,nacl ion-conductive ipgh. na+ thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CD86D356C53,nanochannel-based ionic thermoelectric systems. soret-driven ion migration,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C75F7B7A382,natural ficus elastica leaves. anion thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CE39CD296E9,negative-thermopower ionic organohydrogel,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,0,2024,2024,0.97,False,True
C94BBE09E98,negatively charged electrolyte nanochannels,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2023,2023,0.97,False,True
C2F4CB72FC7,nerve-impulse ionic/electric-charge system in neural tissue. entropy,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.97,False,True
CC156D74235,nucleates ferrocyanide crystallization,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C4C1B88D4E6,onion-epidermal-cell-like structure. soret effect synergizes,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CE6DDD0FBCA,opposite-entropy redox pairs,redox_chemistry,redox mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2026,2026,0.97,False,True
CF5D0CF0D6D,or chi. halide anion chaotropicity,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CC040D01839,or propylene carbonate. selective solvation between ionic liquids,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C586108CCDE,organohydrogel thermocell,gel_microstructure,soft-material mechanism,soft-material structure,rare_core_evidence,1,1,1,2021,2021,0.97,False,True
C85A93D1A8D,oriented ionic transport nanochannels maintain ionic transport,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
CA6CD6DCE09,oriented ionic transport nanochannels. oxygen-containing functional groups,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2025,2025,0.97,False,True
C679A22D520,other ionic-liquid/solvent mixtures. selective solvation,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CED021113B1,paam/paa gel electrolyte. electrolyte thermodiffusion,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2022,2022,0.97,False,True
C0A8A6D1E04,polarity to large redox solvation entropy differences,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C5F43A7B09C,polyelectrolytes in nanochannels. overlapping electric double layers,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,1,0,2022,2022,0.97,False,True
C24781C528F,polymer matrices to control ionic entropy,material_system,material/system,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.97,False,True
CF3839898B9,polymer-regulated HQ/BQ equilibrium,solvation_entropy,solvation/entropy mechanism,chemical and redox mechanisms,rare_core_evidence,1,0,1,2024,2024,0.97,False,True
C41C933C156,precipitation-driven species redistribution,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
C84062B5962,precipitation-driven thermogalvanic conversion,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,0,1,2025,2025,0.97,False,True
CB61ECBE728,prevents precipitation,phase_or_species_transition,phase/species transition,phase and species transitions,rare_core_evidence,1,1,0,2021,2021,0.97,False,True
