variant,source,source_label,target,target_label,rank,cosine,same_paper
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0449:n2,TE performance of PEDOT,5,0.8206053972244263,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0932:n3,PEDOT:PSS conductivity,6,0.8113741278648376,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1272:n2,structure reorganization of PEDOT:PSS,7,0.8105310201644897,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0932:n1,PSS separation from PEDOT,8,0.8102093935012817,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P0940:n2,conductivity of PEDOT:PSS,9,0.8070560693740845,False
label_only,iTE:P0619:n1,increased PEDOT domain distances,iTE:P1029:n1,hole tunneling across the PEDOT:PSS networks,10,0.805837869644165,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P0414:n2,electrical conductivity,1,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P0539:n2,electrical conductivity,2,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P0615:n4,electrical conductivity,3,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1071:n2,electrical conductivity,4,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1223:n2,electrical conductivity,5,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1430:n2,electrical conductivity,6,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1435:n2,electrical conductivity,7,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1449:n2,electrical conductivity,8,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1508:n2,electrical conductivity,9,1.0,False
label_only,iTE:P0636:n2,Electrical conductivity,iTE:P1639:n2,electrical conductivity,10,1.0,False
label_only,iTE:P0721:n1,concentration,iTE:P1313:n1,hole concentration,1,0.8641648292541504,False
label_only,iTE:P0721:n1,concentration,iTE:P1755:n2,hole concentration,2,0.8641647696495056,False
label_only,iTE:P0721:n1,concentration,iTE:P0649:n1,Sn-concentration,3,0.8536202311515808,False
label_only,iTE:P0721:n1,concentration,iTE:P0426:n2,carrier concentration,4,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P0582:n2,carrier concentration,5,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P0742:n2,carrier concentration,6,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P1039:n2,carrier concentration,7,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P1157:n2,carrier concentration,8,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P1171:n2,carrier concentration,9,0.8292244672775269,False
label_only,iTE:P0721:n1,concentration,iTE:P1968:n2,carrier concentration,10,0.8292244672775269,False
label_only,iTE:P0724:n3,p-type,iTE:P0896:n3,p-type,1,1.0,False
label_only,iTE:P0724:n3,p-type,iTE:P1571:n2,remains p-type,2,0.9595496654510498,False
label_only,iTE:P0724:n3,p-type,iTE:P0914:n3,p-type characteristics,3,0.9435506463050842,False
label_only,iTE:P0724:n3,p-type,iTE:P1020:n2,n- to p-type,4,0.9406933188438416,False
label_only,iTE:P0724:n3,p-type,iTE:P1444:n2,p-type character,5,0.9374947547912598,False
label_only,iTE:P0724:n3,p-type,iTE:P1622:n2,shift toward p-type properties,6,0.9178178310394287,False
label_only,iTE:P0724:n3,p-type,iTE:P1807:n2,p-type (2DHG) to n-type (2DEG),7,0.8676773905754089,False
label_only,iTE:P0724:n3,p-type,iTE:P0374:n2,p-type thermopower,8,0.8661578297615051,False
label_only,iTE:P0724:n3,p-type,iTE:P1034:n2,p-type semiconductors,9,0.8654794692993164,False
label_only,iTE:P0724:n3,p-type,iTE:P1757:n1,p-type semiconductors,10,0.8654794692993164,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0619:n1,increased PEDOT domain distances,1,0.9910133481025696,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0482:n2,optimized PEDOT domain distribution,2,0.8863982558250427,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1528:n1,interconnected and large PEDOT- and PSS-rich domains,3,0.8569769859313965,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0449:n2,TE performance of PEDOT,4,0.8181800246238708,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0488:n4,dedoping of PEDOT chains,5,0.8168476819992065,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0932:n3,PEDOT:PSS conductivity,6,0.8072453141212463,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1272:n2,structure reorganization of PEDOT:PSS,7,0.8051366806030273,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0940:n2,conductivity of PEDOT:PSS,8,0.8042864203453064,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P0932:n1,PSS separation from PEDOT,9,0.8031238317489624,False
label_only,iTE:P0825:n1,increase in the PEDOT domain distances,iTE:P1732:n1,decreasing the amount of anions in ILs and prolonging the chain length of PEDOT,10,0.8016127347946167,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0364:n4,Seebeck coefficient (S),1,0.9943327903747559,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0913:n2,Seebeck coefficient (S),2,0.9943327903747559,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P1037:n2,Seebeck coefficient (S),3,0.9943327903747559,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0345:n3,Seebeck coefficient,4,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0498:n2,Seebeck coefficient,5,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0542:n2,Seebeck coefficient,6,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0547:n3,Seebeck coefficient,7,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0595:n4,Seebeck coefficient,8,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0704:n2,Seebeck coefficient,9,0.9923350811004639,False
label_only,iTE:P0833:n2,Seebeck coefficient S,iTE:P0718:n3,Seebeck coefficient,10,0.9923350811004639,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0344:n4,Seebeck coefficient,1,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0379:n3,Seebeck coefficient,2,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0385:n3,Seebeck coefficient,3,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0414:n3,Seebeck coefficient,4,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0454:n3,Seebeck coefficient,5,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0509:n2,Seebeck coefficient,6,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0577:n2,Seebeck coefficient,7,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0581:n2,Seebeck coefficient,8,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0617:n2,Seebeck coefficient,9,0.913781464099884,False
label_only,iTE:P0866:n3,Seebeck coefficient of the PANI,iTE:P0618:n2,Seebeck coefficient,10,0.913781464099884,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1200:n2,p -type semiconducting nature,1,0.908719539642334,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P0896:n4,n-type semiconducting characteristics,2,0.9073439836502075,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1831:n2,metallic to semiconducting behavior,3,0.906484067440033,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1537:n2,semiconducting behavior of the electrical resistivity,4,0.9027763605117798,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P0705:n1,semiconducting nanostructure,5,0.9015781879425049,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1092:n2,semiconducting natures with a direct band gap,6,0.8906663060188293,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P0992:n2,semiconducting chalcogenides,7,0.8887895941734314,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1030:n2,semiconducting nature with an indirect energy band gap,8,0.8809818029403687,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1743:n2,conducting properties,9,0.8806962370872498,False
label_only,iTE:P0870:n4,semiconducting properties,iTE:P1883:n2,semiconducting gap,10,0.8761050701141357,False
label_only,iTE:P0896:n3,p-type,iTE:P0724:n3,p-type,1,1.0,False
label_only,iTE:P0896:n3,p-type,iTE:P1571:n2,remains p-type,2,0.9595496654510498,False
label_only,iTE:P0896:n3,p-type,iTE:P0914:n3,p-type characteristics,3,0.9435506463050842,False
label_only,iTE:P0896:n3,p-type,iTE:P1020:n2,n- to p-type,4,0.940693199634552,False
label_only,iTE:P0896:n3,p-type,iTE:P1444:n2,p-type character,5,0.9374945759773254,False
label_only,iTE:P0896:n3,p-type,iTE:P1622:n2,shift toward p-type properties,6,0.9178179502487183,False
label_only,iTE:P0896:n3,p-type,iTE:P1807:n2,p-type (2DHG) to n-type (2DEG),7,0.8676769733428955,False
label_only,iTE:P0896:n3,p-type,iTE:P0374:n2,p-type thermopower,8,0.8661578893661499,False
label_only,iTE:P0896:n3,p-type,iTE:P1034:n2,p-type semiconductors,9,0.8654794096946716,False
label_only,iTE:P0896:n3,p-type,iTE:P1757:n1,p-type semiconductors,10,0.8654794096946716,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P0724:n3,p-type,1,0.9435506463050842,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P0896:n3,p-type,2,0.9435506463050842,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1622:n2,shift toward p-type properties,3,0.9310112595558167,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1571:n2,remains p-type,4,0.9112864136695862,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1444:n2,p-type character,5,0.9099720120429993,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1020:n2,n- to p-type,6,0.8972967267036438,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P0512:n3,n-type characteristics,7,0.8824722766876221,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1279:n2,p-type conduction,8,0.8522410988807678,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1795:n2,p-type conduction,9,0.8522410988807678,False
label_only,iTE:P0914:n3,p-type characteristics,iTE:P1200:n2,p -type semiconducting nature,10,0.8459073901176453,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0940:n2,conductivity of PEDOT:PSS,1,0.9850059747695923,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0916:n1,electrical conductivity of PEDOT:PSS/SWCNT,2,0.9352402091026306,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1802:n1,strong electrostatic interaction with PEDOT:PSS,3,0.904740571975708,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0932:n1,PSS separation from PEDOT,4,0.9025038480758667,True
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1666:n2,work function of the PEDOT:PSS layer,5,0.9002268314361572,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1900:n1,PEDOT:PSS/DES,6,0.8949165940284729,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0634:n2,"positively charged, conducting PEDOT",7,0.8912334442138672,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P0858:n2,phase separation of PEDOT:PSS,8,0.8904697299003601,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1877:n2,phase separation of PEDOT and PSS,9,0.8893965482711792,False
label_only,iTE:P0932:n3,PEDOT:PSS conductivity,iTE:P1855:n2,tailoring of the intrinsic electrostatic interaction within PEDOT:PSS,10,0.8883403539657593,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0932:n3,PEDOT:PSS conductivity,1,0.9850059747695923,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0916:n1,electrical conductivity of PEDOT:PSS/SWCNT,2,0.9531452059745789,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1802:n1,strong electrostatic interaction with PEDOT:PSS,3,0.9087957739830017,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0858:n2,phase separation of PEDOT:PSS,4,0.9001930952072144,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1666:n2,work function of the PEDOT:PSS layer,5,0.8968005776405334,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1855:n2,tailoring of the intrinsic electrostatic interaction within PEDOT:PSS,6,0.8963293433189392,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1877:n2,phase separation of PEDOT and PSS,7,0.8916688561439514,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P1257:n1,removal of the excess insulating PSS and the phase separation between the PEDOT and PSS chains,8,0.8878340721130371,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0634:n2,"positively charged, conducting PEDOT",9,0.8876565098762512,False
label_only,iTE:P0940:n2,conductivity of PEDOT:PSS,iTE:P0656:n1,electrochemistry occurs at the PEDOT:PSS/electrode interface,10,0.8874245882034302,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1492:n2,charge carrier concentration,1,1.0,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1940:n2,charge carrier concentration,2,1.0,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1308:n2,charge carriers concentration n,3,0.9742313027381897,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P0426:n2,carrier concentration,4,0.9453670978546143,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P0582:n2,carrier concentration,5,0.9453670978546143,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P0742:n2,carrier concentration,6,0.9453669786453247,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1039:n2,carrier concentration,7,0.9453669786453247,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1157:n2,carrier concentration,8,0.9453669786453247,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1171:n2,carrier concentration,9,0.9453669786453247,False
label_only,iTE:P0955:n2,charge carrier concentration,iTE:P1968:n2,carrier concentration,10,0.9453669786453247,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1006:n2,half-metallic character,1,0.9823021292686462,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1018:n2,half-metallic character,2,0.9823021292686462,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1093:n2,half-metal,3,0.8856861591339111,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1536:n1,metallic nature,4,0.8686476945877075,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P0860:n1,metallic state,5,0.8547294735908508,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P0870:n2,metallic-type properties,6,0.8414571285247803,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1586:n3,quasi-metallic state,7,0.8331961035728455,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1509:n2,half-metallic gap,8,0.8270320892333984,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1635:n1,metal-like behavior,9,0.8221625089645386,False
label_only,iTE:P0983:n2,half-metallicity character,iTE:P1831:n2,metallic to semiconducting behavior,10,0.7956608533859253,False
label_only,iTE:P1004:n1,Cr doping,iTE:P1132:n1,Cr doping,1,0.9999994039535522,False
label_only,iTE:P1004:n1,Cr doping,iTE:P0614:n1,chemical doping,2,0.8524064421653748,False
label_only,iTE:P1004:n1,Cr doping,iTE:P0750:n1,High levels of doping,3,0.8497665524482727,False
label_only,iTE:P1004:n1,Cr doping,iTE:P0581:n1,[EMIm][Cl] doping,4,0.8468008637428284,False
label_only,iTE:P1004:n1,Cr doping,iTE:P1500:n2,high doping level,5,0.8447100520133972,False
label_only,iTE:P1004:n1,Cr doping,iTE:P0948:n1,doping of C and N,6,0.8384664058685303,False
label_only,iTE:P1004:n1,Cr doping,iTE:P1009:n1,doping of C and N,7,0.8384664058685303,False
label_only,iTE:P1004:n1,Cr doping,iTE:P0873:n2,doping level,8,0.8379319310188293,False
label_only,iTE:P1004:n1,Cr doping,iTE:P1716:n1,doping level,9,0.8379319310188293,False
label_only,iTE:P1004:n1,Cr doping,iTE:P1219:n2,T-c-suppression by Pr-doping,10,0.8340179324150085,False
label_only,iTE:P1006:n2,half-metallic character,iTE:P1018:n2,half-metallic character,1,0.9999996423721313,False
label_only,iTE:P1006:n2,half-metallic character,iTE:P0983:n2,half-metallicity character,2,0.9823021292686462,False
label_only,iTE:P1006:n2,half-metallic character,iTE:P1093:n2,half-metal,3,0.8898158073425293,False
label_only,iTE:P1006:n2,half-metallic character,iTE:P1536:n1,metallic nature,4,0.8646312355995178,False
label_only,iTE:P1006:n2,half-metallic character,iTE:P0860:n1,metallic state,5,0.8478655815124512,False
