sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_86fb72b560e0,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_008c895ebf29,LN_3e60d1a99b57,output electrical power,output electrical power,480,503,GC_fb354e216583,LN_47d99b572d01,thermoelectric power generator,thermoelectric power generator,402,432,GC_008c895ebf29::GC_fb354e216583,same_sentence_cooccurrence_not_causal,False
SP_5fda45725106,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_234b2810632d,LN_cd598e1e949a,open circuit voltage,open circuit voltage,518,538,GC_daadfd6b705e,LN_116e3b7ecd0c,thermoelectric power,thermoelectric power,402,422,GC_234b2810632d::GC_daadfd6b705e,same_sentence_cooccurrence_not_causal,False
SP_d11acf82d26d,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_234b2810632d,LN_cd598e1e949a,open circuit voltage,open circuit voltage,518,538,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,456,460,GC_234b2810632d::GC_8739cadffb88,same_sentence_cooccurrence_not_causal,False
SP_abdb75c58495,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_234b2810632d,LN_cd598e1e949a,open circuit voltage,open circuit voltage,518,538,GC_fb354e216583,LN_47d99b572d01,thermoelectric power generator,thermoelectric power generator,402,432,GC_234b2810632d::GC_fb354e216583,same_sentence_cooccurrence_not_causal,False
SP_6367ce4dab84,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,456,460,GC_daadfd6b705e,LN_116e3b7ecd0c,thermoelectric power,thermoelectric power,402,422,GC_8739cadffb88::GC_daadfd6b705e,same_sentence_cooccurrence_not_causal,False
SP_ed04b25da61f,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_daadfd6b705e,LN_116e3b7ecd0c,thermoelectric power,thermoelectric power,402,422,GC_fb354e216583,LN_47d99b572d01,thermoelectric power generator,thermoelectric power generator,402,432,GC_daadfd6b705e::GC_fb354e216583,same_sentence_cooccurrence_not_causal,False
SP_3b94aaa475b0,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,3,A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,456,460,GC_fb354e216583,LN_47d99b572d01,thermoelectric power generator,thermoelectric power generator,402,432,GC_8739cadffb88::GC_fb354e216583,same_sentence_cooccurrence_not_causal,False
SP_02cee06b6c00,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,4,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",GC_7abe572670fb,LN_c1e2f649c67b,output power,output power,620,632,GC_d5c1f199bf4e,LN_80aa341ece8e,generated voltage,generated voltage,741,758,GC_7abe572670fb::GC_d5c1f199bf4e,same_sentence_cooccurrence_not_causal,False
SP_2c661ecfa5e9,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,4,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",GC_7abe572670fb,LN_c1e2f649c67b,output power,output power,620,632,GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,706,710,GC_7abe572670fb::GC_8739cadffb88,same_sentence_cooccurrence_not_causal,False
SP_091ea3dbda3d,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,4,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,706,710,GC_d5c1f199bf4e,LN_80aa341ece8e,generated voltage,generated voltage,741,758,GC_8739cadffb88::GC_d5c1f199bf4e,same_sentence_cooccurrence_not_causal,False
SP_19bca5e59618,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_e86997bc9473,LN_c3dab2823ece,n type seebeck coefficient,n-type Seebeck coefficient,838,864,GC_e9cbf07eab10,LN_476aa83dd656,free standing p3ht film,free-standing P3HT films,866,890,GC_e86997bc9473::GC_e9cbf07eab10,same_sentence_cooccurrence_not_causal,False
SP_3b0d20000dca,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,880,884,GC_e9cbf07eab10,LN_476aa83dd656,free standing p3ht film,free-standing P3HT films,866,890,GC_8739cadffb88::GC_e9cbf07eab10,same_sentence_cooccurrence_not_causal,False
SP_3aae3289593c,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_d62dfbbcde48,LN_97143a786c82,free standing,free-standing,866,879,GC_e9cbf07eab10,LN_476aa83dd656,free standing p3ht film,free-standing P3HT films,866,890,GC_d62dfbbcde48::GC_e9cbf07eab10,same_sentence_cooccurrence_not_causal,False
SP_7f0294dab117,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,880,884,GC_e86997bc9473,LN_c3dab2823ece,n type seebeck coefficient,n-type Seebeck coefficient,838,864,GC_8739cadffb88::GC_e86997bc9473,same_sentence_cooccurrence_not_causal,False
SP_2a1eb41204e4,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_d62dfbbcde48,LN_97143a786c82,free standing,free-standing,866,879,GC_e86997bc9473,LN_c3dab2823ece,n type seebeck coefficient,n-type Seebeck coefficient,838,864,GC_d62dfbbcde48::GC_e86997bc9473,same_sentence_cooccurrence_not_causal,False
SP_ef13a969b9b2,P1109,iTE,iTE,2021,Anionic conduction mediated giant n-type Seebeck coefficient in doped Poly(3-hexylthiophene) free-standing films,10.1016/j.mtphys.2020.100307,5,"With such a high n-type Seebeck coefficient, free-standing P3HT films show a great potential for energy harvesting from intermittent heat sources as well as in supercapacitor charging for futuristic energy storage devices.",GC_8739cadffb88,LN_7e22f052a88f,p3ht,P3HT,880,884,GC_d62dfbbcde48,LN_97143a786c82,free standing,free-standing,866,879,GC_8739cadffb88::GC_d62dfbbcde48,same_sentence_cooccurrence_not_causal,False
SP_316e1fef166b,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,2,This study demonstrates significant improvements in the thermopower of ionogels composed of poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP) and 1-ethyl-3-methylimidazolium chloride (EMIM:Cl) through the asymmetric doping of sodium chloride (NaCl).,GC_118af0040619,LN_216afe04d2ac,thermopower,thermopower,205,216,GC_f10aa1def8c6,LN_f70c08e7e81b,asymmetric doping,asymmetric doping,364,381,GC_118af0040619::GC_f10aa1def8c6,same_sentence_cooccurrence_not_causal,False
SP_472069a00e82,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_43a5b1549d5d::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
SP_e1de4f4638e5,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_11c47da8cdf9,LN_1188ed19fe7f,cation migration,cation migration,548,564,GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_11c47da8cdf9::GC_43a5b1549d5d,same_sentence_cooccurrence_not_causal,False
SP_15081dfdf2cb,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_66f64b2e393b,LN_df0e38f2a523,thermal diffusion,thermal diffusion,593,610,GC_43a5b1549d5d::GC_66f64b2e393b,same_sentence_cooccurrence_not_causal,False
SP_f8452d94fbbc,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_33e9ecb5c89d,LN_912fcec5b598,symmetric doping,symmetric doping,670,686,GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_33e9ecb5c89d::GC_43a5b1549d5d,same_sentence_cooccurrence_not_causal,False
SP_c1b290cd4538,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_1e4633c244ec,LN_d49b1633f56e,coupling,coupling,443,451,GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_1e4633c244ec::GC_43a5b1549d5d,same_sentence_cooccurrence_not_causal,False
SP_9bde6f0acef4,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_19361d8604e6,LN_c802ca15c5a5,preintroduced ion,preintroduced ion,459,476,GC_43a5b1549d5d,LN_a2374b4aa22c,preintroduced ion concentration difference,preintroduced ion concentration difference,459,501,GC_19361d8604e6::GC_43a5b1549d5d,same_sentence_cooccurrence_not_causal,False
SP_9105d38bdd04,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_11c47da8cdf9,LN_1188ed19fe7f,cation migration,cation migration,548,564,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_11c47da8cdf9::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
SP_737ba392e613,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_66f64b2e393b,LN_df0e38f2a523,thermal diffusion,thermal diffusion,593,610,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_66f64b2e393b::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
SP_ad52c4aab85a,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_33e9ecb5c89d,LN_912fcec5b598,symmetric doping,symmetric doping,670,686,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_33e9ecb5c89d::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
SP_99cf9e34856f,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_1e4633c244ec,LN_d49b1633f56e,coupling,coupling,443,451,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_1e4633c244ec::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
SP_378e9b20c479,P1120,iTE,iTE,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,3,"This improvement results from the coupling of the preintroduced ion concentration difference and temperature difference, which reduces the cation migration barrier in the direction of thermal diffusion, leading to significantly enhanced performance compared to symmetric doping.",GC_19361d8604e6,LN_c802ca15c5a5,preintroduced ion,preintroduced ion,459,476,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,506,528,GC_19361d8604e6::GC_d18c91f9affa,same_sentence_cooccurrence_not_causal,False
