mention_id,domain,paper_id,raw_phrase,status
iTE:P1920:n2,iTE,P1920,temperature independency,not_yet_annotated
iTE:P1921:n1,iTE,P1921,phase transition and the variation of interplanar spacing,not_yet_annotated
iTE:P1921:n2,iTE,P1921,faster Cu 2 + diffusion in discharge process than charge process,not_yet_annotated
iTE:P1922:n1,iTE,P1922,CF effect,not_yet_annotated
iTE:P1922:n2,iTE,P1922,strong anisotropic behavior of the Seebeck coefficient,not_yet_annotated
iTE:P1923:n1,iTE,P1923,Ce3Pb,not_yet_annotated
iTE:P1923:n2,iTE,P1923,largest Debye temperature of 192.6 K,not_yet_annotated
iTE:P1924:n1,iTE,P1924,heat treatment,not_yet_annotated
iTE:P1924:n2,iTE,P1924,crystallinity of the film,not_yet_annotated
iTE:P1925:n1,iTE,P1925,reversible phase transition of thermosensitive poly-N-isopropyl acrylamide,not_yet_annotated
iTE:P1925:n2,iTE,P1925,on or off status of a submicron channel,not_yet_annotated
iTE:P1926:n1,iTE,P1926,Donnan exclusion,not_yet_annotated
iTE:P1926:n2,iTE,P1926,ion accumulation near the evaporation interface,not_yet_annotated
iTE:P1927:n1,iTE,P1927,increasing tolerance factor,not_yet_annotated
iTE:P1927:n2,iTE,P1927,thermal conductivity enhancement,not_yet_annotated
iTE:P1928:n1,iTE,P1928,increasing doping level,not_yet_annotated
iTE:P1928:n2,iTE,P1928,thermoelectric powers of the Ba- and Sr-doped systems,not_yet_annotated
iTE:P1929:n1,iTE,P1929,CuCr0.985La0.015S2,not_yet_annotated
iTE:P1929:n2,iTE,P1929,Seebeck coefficient value of 373 & mu;V/K,not_yet_annotated
iTE:P1930:n1,iTE,P1930,high electron density and the large degree of electron delocalization at the interface,not_yet_annotated
iTE:P1930:n2,iTE,P1930,favorable thermal transport properties of Top configuration,not_yet_annotated
iTE:P1931:n1,iTE,P1931,ionic bonding,not_yet_annotated
iTE:P1931:n2,iTE,P1931,ductility,not_yet_annotated
iTE:P1932:n1,iTE,P1932,2D triangular network of edge-shared CoO6 octahedra,not_yet_annotated
iTE:P1932:n2,iTE,P1932,large values of the Seebeck coefficient and low electrical resistivity,not_yet_annotated
iTE:P1933:n1,iTE,P1933,High reflectivity over a wide spectral range,not_yet_annotated
iTE:P1933:n2,iTE,P1933,suitable as reflecting coating,not_yet_annotated
iTE:P1934:n1,iTE,P1934,thermally-conducting SnO2 secondary phases,not_yet_annotated
iTE:P1934:n2,iTE,P1934,thermal conductivity,not_yet_annotated
iTE:P1935:n1,iTE,P1935,ionic conduction,not_yet_annotated
iTE:P1935:n2,iTE,P1935,conductivity plateau,not_yet_annotated
iTE:P1936:n1,iTE,P1936,increased bending of the Mn-O-Mn bond,not_yet_annotated
iTE:P1936:n2,iTE,P1936,narrowing of the bandwidth,not_yet_annotated
iTE:P1937:n1,iTE,P1937,narrower gaps,not_yet_annotated
iTE:P1937:n2,iTE,P1937,carriers tend to conduct within the CoO2 layer,not_yet_annotated
iTE:P1938:n1,iTE,P1938,"graphite powder, ionic liquid ([Bmim][BF4]), graphene, and a synthetic Schiff base",not_yet_annotated
iTE:P1938:n2,iTE,P1938,limit of detection of 1.45 x 10(-7) M,not_yet_annotated
iTE:P1939:n1,iTE,P1939,substitution of Se with S,not_yet_annotated
iTE:P1939:n2,iTE,P1939,positive charge at Ag(I) sites,not_yet_annotated
iTE:P1940:n1,iTE,P1940,Fe substitution,not_yet_annotated
iTE:P1940:n2,iTE,P1940,charge carrier concentration,not_yet_annotated
iTE:P1941:n1,iTE,P1941,Sn doping,not_yet_annotated
iTE:P1941:n2,iTE,P1941,partial covalent character,not_yet_annotated
iTE:P1942:n1,iTE,P1942,photothermoelectric effect from Bi2Te3 and PEDOT:PSS,not_yet_annotated
iTE:P1942:n2,iTE,P1942,NIR response,not_yet_annotated
iTE:P1943:n1,iTE,P1943,AgCd2InSe4,not_yet_annotated
iTE:P1943:n2,iTE,P1943,soft lattice dynamics,not_yet_annotated
iTE:P1945:n1,iTE,P1945,host-guest interactions,not_yet_annotated
iTE:P1945:n2,iTE,P1945,guest-atom structure and dynamics,not_yet_annotated
iTE:P1946:n1,iTE,P1946,strengthened intimate interaction between Bi2Te3 and ZnO,not_yet_annotated
iTE:P1946:n2,iTE,P1946,photoconversion efficiency (eta) about 0.65 %,not_yet_annotated
iTE:P1947:n1,iTE,P1947,one-fourth of the oxygen missing in the CuO2 layers,not_yet_annotated
iTE:P1947:n2,iTE,P1947,reduced in-plane conductivity contribution,not_yet_annotated
iTE:P1948:n1,iTE,P1948,low-lying charge-transfer state,not_yet_annotated
iTE:P1948:n2,iTE,P1948,anomalous narrowing of the band gap of EuYbCuSe3,not_yet_annotated
iTE:P1949:n1,iTE,P1949,resonant bonding,not_yet_annotated
iTE:P1949:n2,iTE,P1949,ferroelectric nature,not_yet_annotated
iTE:P1950:n1,iTE,P1950,Cl to Br substitution,not_yet_annotated
iTE:P1950:n2,iTE,P1950,reduction in band gap from 2.65 eV (Rb2GaAgCl6) to 1.43 eV (Rb2GaAgBr6),not_yet_annotated
iTE:P1951:n1,iTE,P1951,larger ionic radius of Br-,not_yet_annotated
iTE:P1951:n2,iTE,P1951,larger lattice constant for the bromide variant,not_yet_annotated
iTE:P1952:n1,iTE,P1952,decreasing ionic radius,not_yet_annotated
iTE:P1952:n2,iTE,P1952,dc conductivity,not_yet_annotated
iTE:P1953:n1,iTE,P1953,low transmittance and high absorption coefficient in the far ultra-violet region,not_yet_annotated
iTE:P1953:n2,iTE,P1953,ultraviolet shield,not_yet_annotated
iTE:P1955:n1,iTE,P1955,activation of the small polaron hopping and variable range hopping mechanisms,not_yet_annotated
iTE:P1955:n2,iTE,P1955,enhanced conduction and the appearance of a semiconductor behavior,not_yet_annotated
iTE:P1956:n1,iTE,P1956,aLLoyed by La,not_yet_annotated
iTE:P1956:n2,iTE,P1956,thermaL weight Losses,not_yet_annotated
iTE:P1957:n1,iTE,P1957,desolvation of the thermospray aerosol in the mixing chamber,not_yet_annotated
iTE:P1957:n2,iTE,P1957,signal enhancement by the heated nebulizer gas,not_yet_annotated
iTE:P1958:n1,iTE,P1958,band anisotropy,not_yet_annotated
iTE:P1958:n2,iTE,P1958,large Seebeck coefficient,not_yet_annotated
iTE:P1959:n1,iTE,P1959,presence of salt,not_yet_annotated
iTE:P1959:n2,iTE,P1959,PEDOT conformation from benzoid to quinoid,not_yet_annotated
iTE:P1960:n1,iTE,P1960,ionic radius of R3+,not_yet_annotated
iTE:P1960:n2,iTE,P1960,octahedral distortion,not_yet_annotated
iTE:P1961:n1,iTE,P1961,r(R3+),not_yet_annotated
iTE:P1961:n2,iTE,P1961,octahedral distortion,not_yet_annotated
iTE:P1962:n1,iTE,P1962,sulfide bromide,not_yet_annotated
iTE:P1962:n2,iTE,P1962,continuous pathway for copper ion transport along [010],not_yet_annotated
iTE:P1963:n1,iTE,P1963,nondispersive flat phonon band structures,not_yet_annotated
iTE:P1963:n2,iTE,P1963,four-phonon resonance,not_yet_annotated
iTE:P1964:n1,iTE,P1964,PPy/LCM40 weight percent nano composites,not_yet_annotated
iTE:P1964:n2,iTE,P1964,DC conductivities,not_yet_annotated
iTE:P1965:n1,iTE,P1965,substituting As by Sb,not_yet_annotated
iTE:P1965:n2,iTE,P1965,carries mobility,not_yet_annotated
iTE:P1966:n1,iTE,P1966,Small amounts of Sr-content (5-10%),not_yet_annotated
iTE:P1966:n2,iTE,P1966,macroscopic structural integrity,not_yet_annotated
iTE:P1967:n1,iTE,P1967,vibronic coupling,not_yet_annotated
iTE:P1967:n2,iTE,P1967,carrier mobility and phonon mean free paths,not_yet_annotated
iTE:P1968:n1,iTE,P1968,induced anti-site defects,not_yet_annotated
iTE:P1968:n2,iTE,P1968,carrier concentration,not_yet_annotated
iTE:P1969:n1,iTE,P1969,off-stoichiometry,not_yet_annotated
iTE:P1969:n2,iTE,P1969,scattering from static defects,not_yet_annotated
iTE:P1970:n1,iTE,P1970,increase in phonon scattering,not_yet_annotated
iTE:P1970:n2,iTE,P1970,decrease in lattice thermal conductivity,not_yet_annotated
iTE:P1971:n1,iTE,P1971,reduced screening at the Fermi level,not_yet_annotated
iTE:P1971:n2,iTE,P1971,high T(c) of the cuprates,not_yet_annotated
iTE:P1972:n1,iTE,P1972,Tb doping,not_yet_annotated
iTE:P1972:n2,iTE,P1972,steeper decline in Tc parameters and mobile hole carrier concentration,not_yet_annotated
TG:P0306:n1,TG,P0306,quasi-solid state electrolytes,not_yet_annotated
TG:P0306:n2,TG,P0306,more than half of the power output,not_yet_annotated
TG:P0307:n1,TG,P0307,diluting the different ILs with propylene carbonate,not_yet_annotated
TG:P0307:n2,TG,P0307,output powers and current densities,not_yet_annotated
TG:P0308:n1,TG,P0308,0.5 M iron triflate in DMF,not_yet_annotated
TG:P0308:n2,TG,P0308,maximum power density of 660 mW m(-1),not_yet_annotated
TG:P0310:n1,TG,P0310,heat-controlled proton diffusion (the Soret effect),not_yet_annotated
TG:P0310:n2,TG,P0310,thermogalvanic redox reactions of hydrogen ions on the anode,not_yet_annotated
TG:P0311:n1,TG,P0311,release of the glyme from the lithium-glyme complex cation,not_yet_annotated
TG:P0311:n2,TG,P0311,thermoelectrochemical process,not_yet_annotated
TG:P0312:n1,TG,P0312,NiO phase,not_yet_annotated
TG:P0312:n2,TG,P0312,higher stability than the LixNi1-xO,not_yet_annotated
TG:P0313:n1,TG,P0313,GaSe clathrate of 4-fold expansion,not_yet_annotated
TG:P0313:n2,TG,P0313,"generation, transformation and accumulation of electric energy on a quantum level",not_yet_annotated
TG:P0314:n1,TG,P0314,combination of local percolation behavior and shear-induced diffusion,not_yet_annotated
TG:P0314:n2,TG,P0314,increase in the limiting current at high angular velocities,not_yet_annotated
TG:P0315:n1,TG,P0315,host-guest interaction,not_yet_annotated
TG:P0315:n2,TG,P0315,Seebeck coefficient,not_yet_annotated
TG:P0316:n1,TG,P0316,accumulation of potassium ions at doped CNT electrodes,not_yet_annotated
TG:P0316:n2,TG,P0316,short-circuit current,not_yet_annotated
TG:P0317:n1,TG,P0317,thermocell with hydrogen gas electrodes and a proton exchange membrane,not_yet_annotated
TG:P0317:n2,TG,P0317,maximum power density of 1461 mW/m(2),not_yet_annotated
TG:P0318:n1,TG,P0318,crystalline hydrate melting at the high temperature or the crystallization at the low temperature,not_yet_annotated
TG:P0318:n2,TG,P0318,creation of the concentration difference,not_yet_annotated
TG:P0319:n1,TG,P0319,addition of solid oxide to the molten carbonate melt,not_yet_annotated
TG:P0319:n2,TG,P0319,system's Seebeck coefficient,not_yet_annotated
TG:P0321:n1,TG,P0321,reducing the mass transfer and ion transfer resistance,not_yet_annotated
TG:P0321:n2,TG,P0321,efficiency of the device,not_yet_annotated
TG:P0322:n1,TG,P0322,joule heating resulting from the induced eddy currents,not_yet_annotated
TG:P0322:n2,TG,P0322,increase in current density,not_yet_annotated
TG:P0323:n1,TG,P0323,"formation of the aqueous species FeBr2(aq) and FeBr3(aq) and destabilization of the solid species Fe, Fe(OH)(2)(s), Fe3O4, and Fe2O3",not_yet_annotated
TG:P0323:n2,TG,P0323,corrosion area,not_yet_annotated
TG:P0324:n1,TG,P0324,induced Joule effect,not_yet_annotated
TG:P0324:n2,TG,P0324,thermal energy,not_yet_annotated
TG:P0325:n1,TG,P0325,carbon/Iodolyte HI-30/carbon structure,not_yet_annotated
TG:P0325:n2,TG,P0325,Seebeck voltages and short-circuit currents,not_yet_annotated
TG:P0326:n1,TG,P0326,"compact passive layer comprising of Cr2O3, Fe3O4 and Fe2O3",not_yet_annotated
TG:P0326:n2,TG,P0326,corrosion,not_yet_annotated
TG:P0327:n1,TG,P0327,adding inhibitor Li2CrO4,not_yet_annotated
TG:P0327:n2,TG,P0327,corrosion,not_yet_annotated
TG:P0328:n1,TG,P0328,Maxsorb electrodes,not_yet_annotated
TG:P0328:n2,TG,P0328,higher open-circuit voltage than graphite,not_yet_annotated
TG:P0329:n1,TG,P0329,increase in the concentration of the solution,not_yet_annotated
TG:P0329:n2,TG,P0329,thermoelectromotive force (E),not_yet_annotated
TG:P0330:n1,TG,P0330,addition of oxygenated water and chemical salts that leach from the cement,not_yet_annotated
TG:P0330:n2,TG,P0330,low-resistance electrolyte,not_yet_annotated
TG:P0331:n1,TG,P0331,concentration difference between the two regions separated by the membrane,not_yet_annotated
TG:P0331:n2,TG,P0331,generated and stored electrical energy,not_yet_annotated
TG:P0332:n1,TG,P0332,concentration differences between the two region separated by the ion-exchange membrane,not_yet_annotated
TG:P0332:n2,TG,P0332,supply electric power after the temperature difference between the electrodes was removed,not_yet_annotated
TG:P0333:n1,TG,P0333,temperatures above the freezing point,not_yet_annotated
TG:P0333:n2,TG,P0333,thermo emf E,not_yet_annotated
TG:P0234:n1,TG,P0234,N-2 gas,not_yet_annotated
TG:P0234:n2,TG,P0234,N3(-) ion,not_yet_annotated
TG:P0237:n1,TG,P0237,spin mixing,not_yet_annotated
TG:P0237:n2,TG,P0237,thermoelectric measurement technique,not_yet_annotated
TG:P0240:n1,TG,P0240,carrier redistribution in the near-surface regions,not_yet_annotated
TG:P0240:n2,TG,P0240,unusual metallization process,not_yet_annotated
TG:P0241:n1,TG,P0241,solid-electrolyte cell,not_yet_annotated
TG:P0241:n2,TG,P0241,higher sensitivity,not_yet_annotated
TG:P0242:n1,TG,P0242,thermogalvanic and heat-transfer corrosion,not_yet_annotated
TG:P0242:n2,TG,P0242,total losses,not_yet_annotated
TG:P0248:n1,TG,P0248,MEMSA hydroxide and guanidine hydrochloride,not_yet_annotated
TG:P0248:n2,TG,P0248,solvation structure of [Fe(CN)6]3-,not_yet_annotated
TG:P0248:n3,TG,P0248,Seebeck coefficient,not_yet_annotated
TG:P0252:n1,TG,P0252,carboxylate groups,not_yet_annotated
TG:P0252:n2,TG,P0252,mass transfer resistance,not_yet_annotated
TG:P0255:n1,TG,P0255,thermosensitive crystallization process,not_yet_annotated
TG:P0255:n2,TG,P0255,persistent Cu2+ concentration gradient,not_yet_annotated
TG:P0255:n3,TG,P0255,thermopower,not_yet_annotated
TG:P0256:n1,TG,P0256,double-jellyroll structure of the LFP cell,not_yet_annotated
TG:P0256:n2,TG,P0256,secondary thermal reaction,not_yet_annotated
TG:P0257:n1,TG,P0257,interaction of Cu2+ and H+/SO42-,not_yet_annotated
TG:P0257:n2,TG,P0257,solvation entropy,not_yet_annotated
TG:P0257:n3,TG,P0257,n-p conversion,not_yet_annotated
TG:P0259:n1,TG,P0259,glycerol and Li+,not_yet_annotated
TG:P0259:n2,TG,P0259,antidrying and antifreezing properties,not_yet_annotated
TG:P0260:n1,TG,P0260,hydrophobic I-3(-),not_yet_annotated
TG:P0260:n2,TG,P0260,Hofmeister effect,not_yet_annotated
TG:P0262:n1,TG,P0262,structural disorder and interfacial entropy,not_yet_annotated
TG:P0262:n2,TG,P0262,|alpha|,not_yet_annotated
TG:P0263:n1,TG,P0263,Periodic interchange of the solid mediator (LiFePO4/FePO4),not_yet_annotated
TG:P0263:n2,TG,P0263,continuous desalination,not_yet_annotated
TG:P0265:n1,TG,P0265,thermal coefficients of redox pairs,not_yet_annotated
TG:P0265:n2,TG,P0265,performance,not_yet_annotated
TG:P0266:n1,TG,P0266,carboxylated chitosan,not_yet_annotated
TG:P0266:n2,TG,P0266,Seebeck coefficient of P-type and N-type TECs,not_yet_annotated
TG:P0269:n1,TG,P0269,dense network structure,not_yet_annotated
TG:P0269:n2,TG,P0269,disperse the stress,not_yet_annotated
TG:P0269:n3,TG,P0269,hinder crack propagation,not_yet_annotated
TG:P0270:n1,TG,P0270,ethanol,not_yet_annotated
TG:P0270:n2,TG,P0270,thermosensitive solubility of K4Fe(CN)6,not_yet_annotated
TG:P0270:n3,TG,P0270,normalized Fe(CN)64- concentration gradient,not_yet_annotated
TG:P0270:n4,TG,P0270,Seebeck coefficient,not_yet_annotated
TG:P0271:n1,TG,P0271,MMA content,not_yet_annotated
TG:P0271:n2,TG,P0271,elastic modulus,not_yet_annotated
TG:P0271:n3,TG,P0271,tensile strength,not_yet_annotated
TG:P0272:n1,TG,P0272,improved contact and connection between tellurium thermoelectric nanowires,not_yet_annotated
TG:P0272:n2,TG,P0272,Seebeck coefficients,not_yet_annotated
TG:P0273:n1,TG,P0273,physical state of the as-designed electrolyte,not_yet_annotated
TG:P0273:n2,TG,P0273,dominant ion can be alternated between cations and anions,not_yet_annotated
TG:P0273:n3,TG,P0273,reversible polarization of devices from the p-type to the n-type,not_yet_annotated
TG:P0276:n1,TG,P0276,adsorption of water molecules and heat,not_yet_annotated
TG:P0276:n2,TG,P0276,dissociation and diffusion of Na+ and H+,not_yet_annotated
TG:P0276:n3,TG,P0276,electricity generation,not_yet_annotated
TG:P0277:n1,TG,P0277,modulation of the chaotropicity of counteranions,not_yet_annotated
TG:P0277:n2,TG,P0277,structural disorder in the solvation shell,not_yet_annotated
TG:P0277:n3,TG,P0277,absolute value of the Seebeck coefficient,not_yet_annotated
TG:P0278:n1,TG,P0278,aqueous biphasic electrolytes,not_yet_annotated
TG:P0278:n2,TG,P0278,different solvation environment near the electrodes,not_yet_annotated
TG:P0278:n3,TG,P0278,thermal convection,not_yet_annotated
TG:P0278:n4,TG,P0278,Se,not_yet_annotated
TG:P0278:n5,TG,P0278,x,not_yet_annotated
TG:P0279:n1,TG,P0279,surface was modified to be hydrophilic,not_yet_annotated
TG:P0279:n2,TG,P0279,interfacial resistance,not_yet_annotated
TG:P0280:n1,TG,P0280,planar TEC with Sb:SnO2,not_yet_annotated
TG:P0280:n2,TG,P0280,temperature coefficient,not_yet_annotated
TG:P0281:n1,TG,P0281,Pt-free thermocells,not_yet_annotated
TG:P0281:n2,TG,P0281,output power,not_yet_annotated
TG:P0283:n1,TG,P0283,temperature-dependent host-guest interaction,not_yet_annotated
TG:P0283:n2,TG,P0283,concentration gradient of redox ion pairs,not_yet_annotated
TG:P0283:n3,TG,P0283,performance of the thermo-electrochemical cells,not_yet_annotated
TG:P0284:n1,TG,P0284,Cu-based thermosensitive crystallization,not_yet_annotated
TG:P0284:n2,TG,P0284,3D multi-structured electrodes,not_yet_annotated
TG:P0284:n3,TG,P0284,thermodynamic and kinetic characteristics,not_yet_annotated
TG:P0285:n1,TG,P0285,non-coordinating nature of its perchlorate anion,not_yet_annotated
TG:P0285:n2,TG,P0285,formation of the ion pairs,not_yet_annotated
TG:P0285:n3,TG,P0285,S-e,not_yet_annotated
TG:P0285:n4,TG,P0285,ionic conductivity,not_yet_annotated
TG:P0286:n1,TG,P0286,well-developed pore structure,not_yet_annotated
TG:P0286:n2,TG,P0286,nitrogen doping,not_yet_annotated
TG:P0286:n3,TG,P0286,maximum power density,not_yet_annotated
TG:P0287:n1,TG,P0287,spontaneous directions of the full-cell reaction are opposite at low and high temperatures,not_yet_annotated
TG:P0287:n2,TG,P0287,two electrochemical processes at both low and high temperatures in a cycle are discharge,not_yet_annotated
TG:P0288:n1,TG,P0288,superior ionic conductivity,not_yet_annotated
TG:P0288:n2,TG,P0288,higher diffusion coefficients,not_yet_annotated
TG:P0288:n3,TG,P0288,power enhancement,not_yet_annotated
TG:P0289:n1,TG,P0289,electrochemically accessible surface areas,not_yet_annotated
TG:P0289:n2,TG,P0289,fast redox-mediated electron transfer,not_yet_annotated
TG:P0289:n3,TG,P0289,current generation capacity and overall efficiency,not_yet_annotated
TG:P0290:n1,TG,P0290,iron oxidation in the ferrocene structure,not_yet_annotated
TG:P0290:n2,TG,P0290,ferromagnetic iron compounds,not_yet_annotated
TG:P0291:n1,TG,P0291,concentration of the redox couple,not_yet_annotated
TG:P0291:n2,TG,P0291,separation between the hot and cold electrodes,not_yet_annotated
TG:P0291:n3,TG,P0291,cell performance,not_yet_annotated
TG:P0292:n1,TG,P0292,transport of the hydrogen ions inside the membrane,not_yet_annotated
TG:P0292:n2,TG,P0292,electrical potential difference between the electrodes,not_yet_annotated
TG:P0293:n1,TG,P0293,percolation-based charge transport within the polymer electrode,not_yet_annotated
TG:P0293:n2,TG,P0293,electron transfer,not_yet_annotated
TG:P0295:n1,TG,P0295,temperature gradient,not_yet_annotated
TG:P0295:n2,TG,P0295,small salt concentration gradient,not_yet_annotated
TG:P0295:n3,TG,P0295,thermally driven mass diffusion (the Soret effect),not_yet_annotated
TG:P0296:n1,TG,P0296,"hybrid system consisting of an AFC, n TRECs, and a regenerator",not_yet_annotated
