paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1698,CE310918694,ultralow thermal conductivity,property_metric,property/metric,abstract/material/mechanism,ultralow thermal conductivity,cleaned_open_concept,0.78
P1698,CEC6E56654C,Cu3BiS3,material_entity,chemical formula,material_raw,Cu3BiS3,chemical_formula_parser,0.9
P1698,CFEE157972F,CuS3,material_entity,chemical formula,material_raw,CuS3,chemical_formula_parser,0.9
P1699,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1699,C612F1CD420,Cu6PSe5I,material_entity,chemical formula,material_raw,Cu6PSe5I,chemical_formula_parser,0.9
P1699,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,band gap,controlled_rule,0.94
P1699,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1699,CFD8D464B51,Cu6PSe5Br,material_entity,chemical formula,material_raw,Cu6PSe5Br,chemical_formula_parser,0.9
P1700,C2C30017E62,seebeck effect,property_metric,property/metric,abstract/material/mechanism,seebeck effect,cleaned_open_concept,0.78
P1700,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"SDS micellar surfactant solutions with NaCl, NaOH, OH- ions | thermal-gradient-induced ionic migration creates thermoelectric fields that can reverse colloid thermophoresis depending on electrolyte composition",domain_curated_rule,0.97
P1700,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ionic migration,controlled_rule,0.94
P1701,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,nonstoichiometric cuprite Cu2-deltaO in non-isothermal thermocells | Soret-driven copper migration down the temperature gradient creates nonstoichiometry gradients through vacancy-mediated atomic transport,domain_curated_rule,0.97
P1701,C44799FE290,defect engineering,solid_state_mechanism,defect chemistry,abstract,vacancy mechanism. These predict a positive sign of the heat of transport,controlled_rule,0.94
P1702,C26CDBDFF7D,diffraction data,characterization_method,characterization method,abstract/material/mechanism,diffraction data,cleaned_open_concept,0.78
P1702,C2F611E9EEA,clathrate,material_system,solid thermoelectric family,abstract,clathrates,controlled_rule,0.94
P1702,C3DB4F04D16,rattling-mode phonon suppression,solid_state_mechanism,thermal transport,mechanism_raw,rattler,controlled_rule,0.94
P1702,C8AD6B3113B,MCoSb3,material_entity,chemical formula,material_raw,MCoSb3,chemical_formula_parser,0.9
P1702,CA3780BCDF6,CeMnNi4,material_entity,chemical formula,material_raw,CeMnNi4,chemical_formula_parser,0.9
P1702,CB530564ED0,skutterudite,material_system,solid thermoelectric family,material_raw,skutterudite,controlled_rule,0.94
P1702,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1703,C421EBF7DF9,Ba4Si3P8,material_entity,chemical formula,material_raw,Ba4Si3P8,chemical_formula_parser,0.9
P1703,CA82A34D3D6,AE2SiP4,material_entity,chemical formula,material_raw,AE2SiP4,chemical_formula_parser,0.9
P1703,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,Electronic structure,controlled_rule,0.94
P1704,C0CE4592274,large seebeck,property_metric,property/metric,abstract/material/mechanism,large seebeck,cleaned_open_concept,0.78
P1704,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,density functional theory,controlled_rule,0.94
P1704,C52ADDD84A2,large seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,large seebeck coefficient,cleaned_open_concept,0.78
P1704,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1704,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1704,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,electronic structure,controlled_rule,0.94
P1704,CDF78985483,nanocomposite,material_system,composite material,material_raw,nanocomposites,controlled_rule,0.94
P1704,CF10FA3299B,V2O5,material_entity,chemical formula,material_raw,V2O5,chemical_formula_parser,0.9
P1704,CF840763400,TiO2,material_entity,chemical formula,material_raw,TiO2,chemical_formula_parser,0.9
P1705,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,oEG-substituted regioregular polythiophene OMIEC in electrolyte | electrolyte swelling is dominated by amorphous regions; potential-driven ion/solvent ingress alters crystalline pi-pi and lamellar spacings during electrochemical gating,domain_curated_rule,0.97
P1705,C38C7EC2077,ethylene glycol,material_entity,solvent/additive,title,Ethylene Glycol,controlled_rule,0.94
P1705,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,oEG-substituted regioregular polythiophene OMIEC in electrolyte | electrolyte swelling is dominated by amorphous regions; potential-driven ion/solvent ingress alters crystalline pi-pi and lamellar spacings during electrochemical gating,domain_curated_rule,0.97
P1705,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic electronic,controlled_rule,0.94
P1706,C6F22187716,electronic conductivity,property_metric,property/metric,abstract/material/mechanism,electronic conductivity,cleaned_open_concept,0.78
P1706,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1706,CD4C833BBB0,low conductivity,property_metric,property/metric,abstract/material/mechanism,low conductivity,cleaned_open_concept,0.78
P1706,CF45189E6A5,LiMnO2,material_entity,chemical formula,material_raw,LiMnO2,chemical_formula_parser,0.9
P1707,C00598208B6,ionic seebeck,property_metric,property/metric,abstract/material/mechanism,ionic seebeck,cleaned_open_concept,0.78
P1707,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,C339C6ED6D6,soret effect generates ionic thermovoltage,transport_mechanism,transport mechanism,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,C4A92E5F4FE,hydrogel,material_system,soft material platform,material_raw,hydrogel,controlled_rule,0.94
P1707,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1707,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1707,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,CC44C08236F,ionic seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,ionic seebeck coefficient,cleaned_open_concept,0.78
P1707,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1707,CFEAF8F6AED,nacl ion-conductive ipgh. na+ thermodiffusion,transport_mechanism,transport mechanism,material+mechanism+abstract,gamma-PGA-GMA hydrogel with NaCl ion-conductive IPGH | Na+ thermodiffusion via Soret effect generates ionic thermovoltage while the soft conductive network transduces strain,domain_curated_rule,0.97
P1708,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,CGformer-designed high-entropy NASICON-type Na-ion solid-state electrolytes | global attention captures long-range atomic correlations controlling ion transport in disordered high-entropy Na superionic conductor lattices,domain_curated_rule,0.97
P1708,C6775C55BEF,superionic transition,solid_state_mechanism,ionic transport,mechanism_raw,superionic conductor,controlled_rule,0.94
P1708,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,CGformer-designed high-entropy NASICON-type Na-ion solid-state electrolytes | global attention captures long-range atomic correlations controlling ion transport in disordered high-entropy Na superionic conductor lattices,domain_curated_rule,0.97
P1709,C9FB1DC4D4B,Ca3Co4O9,material_entity,chemical formula,material_raw,Ca3Co4O9,chemical_formula_parser,0.9
P1709,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1709,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,abstract,mixed ionic-electronic,controlled_rule,0.94
P1710,C24DA40DB81,Cu2S,material_entity,chemical formula,material_raw,Cu2S,chemical_formula_parser,0.9
P1710,C5324084A22,molecular dynamics,computational_method,atomistic simulation,abstract,molecular dynamics,controlled_rule,0.94
P1710,C7B3E023ED0,Cu2Se,material_entity,chemical formula,material_raw,Cu2Se,chemical_formula_parser,0.9
P1710,C8AD5B453CC,ion diffusion,transport_mechanism,ionic transport,abstract,ion diffusion,controlled_rule,0.94
P1710,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,"scattering experiments. Using the dynamical structure factor and Van Hove correlation function, we interrogate the jump time, hopping length distribution, and associated diffusion coefficients. In cubic Cu2Se at 500 K, we find solidlike diffusion with Cu jump lengths matching well the first-neighbor Cu-Cu distance of similar to 3 A in the crystal, and clearly defined optic phonons involving Cu vibrations. Above 700 K, the jump-length distribution becomes a broad maximum centered around 4 A, spanning the first and second neighbor lattice distances, and a concurrent broadening of the Cu-phonon",controlled_rule,0.94
P1710,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,x-ray diffraction,controlled_rule,0.94
P1710,CBC536166F4,ionic conductivity,property_metric,transport property,abstract,ionic conductivity,controlled_rule,0.94
P1710,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,density of states,controlled_rule,0.94
P1711,C2C6E45217A,high thermopower,property_metric,property/metric,abstract/material/mechanism,high thermopower,cleaned_open_concept,0.78
P1711,C2FDBC1D6AD,NH4+,material_entity,chemical formula,material_raw,NH4+,chemical_formula_parser,0.9
P1711,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,V2O5 microflower cathode with NH4+ insertion in ammonium-ion thermal charging supercapacitors | fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,domain_curated_rule,0.97
P1711,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,V2O5 microflower cathode with NH4+ insertion in ammonium-ion thermal charging supercapacitors | fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,domain_curated_rule,0.97
P1711,C708AECFA88,output power density,property_metric,property/metric,abstract/material/mechanism,output power density,cleaned_open_concept,0.78
P1711,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,thermopower,controlled_rule,0.94
P1711,CE98C075230,thermal charging,device_function,device function,abstract/material/mechanism,thermal charging,cleaned_open_concept,0.78
P1711,CF10FA3299B,V2O5,material_entity,chemical formula,material_raw,V2O5,chemical_formula_parser,0.9
P1711,CF8594C4108,power density,property_metric,device metric,abstract,power density,controlled_rule,0.94
P1711,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,V2O5 microflower cathode with NH4+ insertion in ammonium-ion thermal charging supercapacitors | fast NH4+ diffusion plus reversible insertion/thermo-extraction couples thermodiffusion with heat-to-electric storage,domain_curated_rule,0.97
P1712,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1712,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,phonon scattering,controlled_rule,0.94
