concept,concept_type,doc_freq,score
harvesters thermogalvanic,material_system,2,20.06544207949011
obtained reaction,material_system,2,20.06544207949011
harvest thermogalvanic,material_system,2,20.06544207949011
handwriting recognition,material_system,2,20.06544207949011
p/n thermogalvanic,material_system,2,20.06544207949011
p/n thermopower,property_metric,2,20.06544207949011
paam/pva/cnf synthesized,material_system,2,20.06544207949011
halide anion,material_system,2,20.06544207949011
half-metallicity spin-polarization,material_system,2,20.06544207949011
harvesting ionogel,material_system,2,20.06544207949011
obtained pedot,material_system,2,20.06544207949011
hydrogel encapsulated,material_system,2,20.06544207949011
hydrogel effectively,material_system,2,20.06544207949011
na thermodiffusion,transport_mechanism,2,20.06544207949011
hydrogel enables,material_system,2,20.06544207949011
hydrogel generate,material_system,2,20.06544207949011
nacl concentration,material_system,2,20.06544207949011
nanochannel integrated,transport_mechanism,2,20.06544207949011
hydrogel electrode,material_system,2,20.06544207949011
hydrogel displays,material_system,2,20.06544207949011
high-thermopower thermogalvanic,property_metric,2,20.06544207949011
nanochannel reconstructed,transport_mechanism,2,20.06544207949011
nanoconfinement liquid,material_system,2,20.06544207949011
nanoconfinement- ionic,material_system,2,20.06544207949011
hydrogel des,material_system,2,20.06544207949011
nanofiber membrane,gel_microstructure,2,20.06544207949011
nanofiber paam/pva/cnf,gel_microstructure,2,20.06544207949011
nanochannel governed,transport_mechanism,2,20.06544207949011
particles liquid,material_system,2,20.06544207949011
particularly seebeck,property_metric,2,20.06544207949011
favorable ionic,material_system,2,20.06544207949011
orientation disorder,material_system,2,20.06544207949011
optimization advanced,material_system,2,20.06544207949011
optimization scheme,material_system,2,20.06544207949011
optimization strategies,material_system,2,20.06544207949011
optimization thermal,material_system,2,20.06544207949011
optimization zn,material_system,2,20.06544207949011
high elongation,material_system,2,20.06544207949011
optimized concentration,material_system,2,20.06544207949011
optimized electrode,material_system,2,20.06544207949011
optimized hydrogel,material_system,2,20.06544207949011
optimized thermopower,property_metric,2,20.06544207949011
optimizing polymer,material_system,2,20.06544207949011
optimizing thermopower,property_metric,2,20.06544207949011
optimum conditions,material_system,2,20.06544207949011
optimization solvent,material_system,2,20.06544207949011
conductivity investigated,property_metric,2,20.06544207949011
reversible electrode,material_system,2,20.06544207949011
ionically conductive,material_system,2,20.06544207949011
optimization route,material_system,2,20.06544207949011
optimization results,material_system,2,20.06544207949011
optimization measures,material_system,2,20.06544207949011
option recover,material_system,2,20.06544207949011
output deformation,material_system,2,20.06544207949011
output gelatin-kcl-fecn4-/3,material_system,2,20.06544207949011
heat radiation,material_system,2,20.06544207949011
output seebeck,property_metric,2,20.06544207949011
output systems,material_system,2,20.06544207949011
heterodominance cations,material_system,2,20.06544207949011
high compositions,material_system,2,20.06544207949011
optimum ionic,material_system,2,20.06544207949011
optimization liquid,material_system,2,20.06544207949011
optimization chemical,material_system,2,20.06544207949011
high ionic-liquid,material_system,2,20.06544207949011
optimization electrical,material_system,2,20.06544207949011
optimization electrolyte,material_system,2,20.06544207949011
optimization electronic,material_system,2,20.06544207949011
optimization high,material_system,2,20.06544207949011
optimization ion-selective,material_system,2,20.06544207949011
unconventional bonding,material_system,2,20.06544207949011
applications limited,material_system,2,20.06544207949011
applications like,material_system,2,20.06544207949011
thermocell chaotropic,gel_microstructure,2,20.06544207949011
applications harvesting,material_system,2,20.06544207949011
applications focusing,material_system,2,20.06544207949011
unit ionic,material_system,2,20.06544207949011
applications low,material_system,2,20.06544207949011
unit temperature,material_system,2,20.06544207949011
applications main,material_system,2,20.06544207949011
communication human,material_system,2,20.06544207949011
combines thermodiffusion,transport_mechanism,2,20.06544207949011
compared pedot:pss,material_system,2,20.06544207949011
applications power,material_system,2,20.06544207949011
applications potential,material_system,2,20.06544207949011
thermocell assembly,material_system,2,20.06544207949011
ultra-stretchable hydrogel,material_system,2,20.06544207949011
applications pieces,material_system,2,20.06544207949011
applications photo-thermoelectric,material_system,2,20.06544207949011
applications perspective,material_system,2,20.06544207949011
unique combination,material_system,2,20.06544207949011
applications hierarchical,material_system,2,20.06544207949011
thermo-diffusion effect,material_system,2,20.06544207949011
applications intelligent,material_system,2,20.06544207949011
undergo phase,material_system,2,20.06544207949011
comonomer chaotropic,gel_microstructure,2,20.06544207949011
applications investigates,material_system,2,20.06544207949011
applications investigate,material_system,2,20.06544207949011
thermo-diffusion cu2,material_system,2,20.06544207949011
underlying ionic,material_system,2,20.06544207949011
applications introduced,material_system,2,20.06544207949011
applications image,material_system,2,20.06544207949011
uniform deposition,material_system,2,20.06544207949011
applications hydrogel,material_system,2,20.06544207949011
understanding phase,material_system,2,20.06544207949011
applications hindered,material_system,2,20.06544207949011
compared directions,material_system,2,20.06544207949011
undesirable applications,material_system,2,20.06544207949011
applications high-temperature,material_system,2,20.06544207949011
applications high-entropy,solvation_entropy,2,20.06544207949011
out-of-plane direction,material_system,2,20.06544207949011
organohydrogel thermocells,gel_microstructure,2,20.06544207949011
pass interface,material_system,2,20.06544207949011
high thermopower high,property_metric,2,20.06544207949011
operational lifespans,material_system,2,20.06544207949011
operational lifetime,material_system,2,20.06544207949011
operationally defined,material_system,2,20.06544207949011
opposite directions,material_system,2,20.06544207949011
opposite reaction,material_system,2,20.06544207949011
opposite seebeck,property_metric,2,20.06544207949011
high temperatures high,material_system,2,20.06544207949011
optical spectroscopy,characterization_method,2,20.06544207949011
high resolution,material_system,2,20.06544207949011
optimal redox,material_system,2,20.06544207949011
high-seebeck coefficient,property_metric,2,20.06544207949011
high-temperature conduction,material_system,2,20.06544207949011
high-temperature crystal,material_system,2,20.06544207949011
operable temperature,material_system,2,20.06544207949011
obvious degradation,material_system,2,20.06544207949011
occur transition,material_system,2,20.06544207949011
operation wearable,material_system,2,20.06544207949011
operation mode,material_system,2,20.06544207949011
operation mechanism,material_system,2,20.06544207949011
output temperature,material_system,2,20.06544207949011
passive communication,material_system,2,20.06544207949011
graph convolutional,material_system,2,20.06544207949011
paste electrode,material_system,2,20.06544207949011
gradually concentration,material_system,2,20.06544207949011
partially ionic,material_system,2,20.06544207949011
conductivity ion,property_metric,2,20.06544207949011
heat electrode,material_system,2,20.06544207949011
high-resolution synchrotron,material_system,2,20.06544207949011
high transition,material_system,2,20.06544207949011
high-entropy litcs,solvation_entropy,2,20.06544207949011
high-entropy liquid,solvation_entropy,2,20.06544207949011
high-boiling solvents,material_system,2,20.06544207949011
operation degrade,material_system,2,20.06544207949011
operation demonstrated,material_system,2,20.06544207949011
operation electrochemical,material_system,2,20.06544207949011
operation increases,material_system,2,20.06544207949011
occurring reduction,material_system,2,20.06544207949011
high-temperature transport,material_system,2,20.06544207949011
high-temperature thermopower,property_metric,2,20.06544207949011
heat/charge transport,material_system,2,20.06544207949011
high low-temperature,material_system,2,20.06544207949011
optimization carrier,material_system,2,20.06544207949011
heatto-electric conversion,material_system,2,20.06544207949011
order-disorder superionic,material_system,2,20.06544207949011
ordered phase,material_system,2,20.06544207949011
heating operation,material_system,2,20.06544207949011
heating ionic,material_system,2,20.06544207949011
heat-toelectricity conversion,material_system,2,20.06544207949011
high-temperature operation,material_system,2,20.06544207949011
organic ionic,material_system,2,20.06544207949011
organic liquid,material_system,2,20.06544207949011
organic polymer,material_system,2,20.06544207949011
organic polymeric,material_system,2,20.06544207949011
organic semiconductor,material_system,2,20.06544207949011
heat-flux transduction,material_system,2,20.06544207949011
organic solution,material_system,2,20.06544207949011
heat generation,material_system,2,20.06544207949011
high-temperature electrical,material_system,2,20.06544207949011
occurs thermogalvanic,material_system,2,20.06544207949011
one-dimensional nanomaterials,material_system,2,20.06544207949011
offset thermopower,property_metric,2,20.06544207949011
high-temperature synthesis,material_system,2,20.06544207949011
